NCES-District-ID,District-Name,District-Phone
0601968,Ednovate - East College Prep District,(323)285-1441
0602004,Ednovate - Esperanza College Prep District,(323)459-0325
0602043,Ednovate - Legacy College Prep. District,(714)988-2775
0602540,Ednovate - South LA College Prep District,(213)377-9377
0602345,Ednovate - USC Hybrid High College Prep District,(213)929-1046
0602525,Education Technology JPA,(559)327-9127
0602130,Edward B. Cole Academy District,(714)836-9023
0601644,Eel River Charter District,(707)983-6946
0601830,EJE Elementary Academy Charter District,(619)401-4150
0601859,EJE Middle Academy District,(619)401-4150
0601902,El Camino Real Charter High District,(818)595-7500
0612030,El Centro Elementary,(760)352-5712
0691006,El Dorado County Office of Education,(530)622-7130
0612070,El Dorado Union High,(530)622-5081
0612090,El Monte City,(626)453-3700
0612120,El Monte Union High,(626)444-9005
0612150,El Nido Elementary,(209)385-8420
0612180,El Rancho Unified,(562)801-7300
0602546,El Rio Community District,(323)366-0166
0612210,El Segundo Unified,(310)615-2650
0601758,El Sol Santa Ana Science and Arts Academy District,(714)543-0023
0600026,El Tejon Unified,(661)248-6247
0602036,Eleanor Roosevelt Community Learning Center District,(559)592-9160
0601503,Elevate District,(858)751-4774
0602207,Elite Academic Academy - Lucerne District,(866)354-8302
0602288,Elite Academic Academy - Mountain Empire District,(866)354-8302
0602485,Elite Public District,(707)652-3142
0612330,Elk Grove Unified,(916)686-5085
0612360,Elk Hills Elementary,(661)765-7431
0612600,Elverta Joint Elementary,(916)991-2244
0612630,Emery Unified,(510)601-4906
0601701,Empire Springs Charter District,(951)252-8800
0612690,Empire Union Elementary,(209)521-2800
0601947,Empower Generations District,(661)429-3264
0602375,Empower Language Academy District,(858)292-1304
0602147,Empowering Possibilities International Charter District,(916)286-5130
0612750,Encinitas Union Elementary,(760)944-4300
0601523,Encore Jr./Sr. High Sch for the Perf and Visual Arts DIST,(760)956-2632
0602538,Endeavor Charter District,(559)248-0471
0612810,Enterprise Elementary,(530)224-4100
0602326,Entrepreneur High District,(909)888-8458
0602558,Entrepreneur High Fontana District,(909)200-7148
0602557,Environmental Charter High - Gardena District,(310)214-3408
0602076,Environmental Charter High - Lawndale District,(310)214-3400
0601708,Environmental Charter Middle - Gardena District,(310)425-1605
0601540,Environmental Charter Middle - Inglewood District,(310)793-0157
0601614,Envision Academy for Arts & Technology District,(510)596-8901
0602573,EPIC Academy District,(209)717-6700
0601519,EPIC CHRTR(Excellence Perf Innovation Citzenship) DIST,(657)220-1000
0601762,EPIC de Cesar Chavez District,(661)822-4381
0602484,Equitas Academy #2 District,(213)201-5940
0601944,Equitas Academy #3 Charter District,(213)204-0344
0602128,Equitas Academy 4 District,(213)201-5934
0602522,Equitas Academy 5 District,(213)201-5934
0602504,Equitas Academy 6 District,(323)201-5936
0602425,Equitas Academy Charter District,(213)201-0440
0602104,Escalon Charter Academy District,(209)838-3591
0612840,Escalon Unified,(209)838-3591
0602443,Escondido Charter High District,(760)737-3154
0612880,Escondido Union,(760)432-2400
0612910,Escondido Union High,(760)291-3200
0601906,Escuela Popular Accelerated Family Learning District,(408)275-7190
0602392,Escuela Popular/CTR for TRN and CARs FAM Lrng DIST,(408)275-7191
0612930,Esparto Unified,(530)787-3446
0612960,Etiwanda Elementary,(909)899-2451
0600052,Eureka City Schools,(707)441-2400
0613080,Eureka Union,(916)791-4939
0602229,Everest Public High District,(650)366-1050
0602085,Everest Value District,(213)487-7736
0613140,Evergreen Elementary,(408)270-6800
0613170,Evergreen Union,(530)347-3411
0602500,Excel Academy Charter District,(949)387-7822
0602487,Excel Academy Charter District,(949)387-7822
0602313,Excelsior Charter District,(760)245-4262
0601966,Excelsior Charter School Corona-Norco District,(760)245-4262
0601423,Exeter Unified,(559)592-9421
0601804,Extera Public District,(323)780-8300
0601795,Extera Public School No. 2 District,(323)263-3600
0613290,Fairfax Elementary,(661)366-7221
0613360,Fairfield-Suisun Unified,(707)399-5000
0613470,Fall River Joint Unified,(530)335-4538
0613500,Fallbrook Union Elementary,(760)731-5400
0613530,Fallbrook Union High,(760)723-6332
0601605,Family First Charter District,(310)946-0379
0602378,Family Partnership Charter District,(805)348-3333
0600035,Farmersville Unified,(559)592-2010
0602173,Feaster (Mae L.) Charter District,(619)422-8397
0602400,Feather River Charter District,(626)932-1802
0602126,Fenton Avenue Charter District,(818)896-7482
0602456,Fenton Charter Leadership Academy District,(818)962-3636
0602242,Fenton Primary Center District,(818)485-5900
0601613,Fenton STEM Acad: Elem CTR for Sci Tech Engr and Math DIST,(818)962-3636
0600037,Ferndale Unified,(707)786-5300
0613740,Fieldbrook Elementary,(707)839-3201
0613800,Fillmore Unified,(805)524-6000
0613840,Firebaugh-Las Deltas Unified,(559)659-1476
0601998,Five Keys Charter (SF Sheriff's) District,(415)734-3310
0602118,Five Keys Independence HS (SF Sheriff's) District,(415)734-3310
0613860,Flournoy Union Elementary,(530)833-5331
0613890,Folsom-Cordova Unified,(916)294-9025
0613920,Fontana Unified,(909)357-7600
0601895,Forest Ranch Charter District,(530)891-3154
0613980,Foresthill Union Elementary,(530)367-2966
0614010,Forestville Union Elementary,(707)887-9767
0614070,Fort Bragg Unified,(707)961-2850
0614130,Fort Ross Elementary,(707)847-3390
0600011,Fort Sage Unified,(530)827-2129
0601420,Fortuna Elementary,(707)725-2293
0614190,Fortuna Union High,(707)725-4462
0602432,Fortune District,(916)273-1030
0600082,Forty-Niner ROP,(530)889-5940
0614220,Fountain Valley Elementary,(714)843-3255
0614250,Fowler Unified,(559)834-6080
0601839,Francophone Charter School of Oakland District,(510)394-4110
0614340,Franklin Elementary,(530)822-5151
0614370,Franklin-McKinley Elementary,(408)283-6006
0614400,Fremont Unified,(510)657-2350
0614430,Fremont Union High,(408)522-2200
0614490,French Gulch-Whiskeytown Elementary,(530)359-2151
0614520,Freshwater Elementary,(707)442-2969
0691007,Fresno County Office of Education,(559)265-3000
0600098,Fresno ROP,(559)497-3860
0614550,Fresno Unified,(559)457-3000
0614700,Fruitvale Elementary,(661)589-3830
0601882,Fuente Nueva Charter District,(707)822-3348
0614730,Fullerton Elementary,(714)447-7400
0614760,Fullerton Joint Union High,(714)870-2800
0601856,Fusion Charter District,(209)667-9047
0601775,Futures High District,(916)286-1902
0601652,Gabriella Charter 2 District,(213)413-5828
0602143,Gabriella Charter District,(213)413-5741
0614790,Galt Joint Union Elementary,(209)744-4545
0614820,Galt Joint Union High,(209)745-3061
0614880,Garden Grove Unified,(714)663-6000
0614910,Garfield Elementary,(707)442-5471
0614940,Garvey Elementary,(626)307-3444
0602511,Garvey/Allen Visual & Perf Arts Acad for STEM DIST,(951)384-2015
0602008,Gateway College and Career Academy District,(951)222-3710
0602426,Gateway High District,(415)749-3600
0602034,Gateway International District,(916)286-1985
0601861,Gateway Middle District,(415)922-1001
0614950,Gateway Unified,(530)245-7900
0614970,Gazelle Union Elementary,(530)435-2321
0615000,General Shafter Elementary,(661)837-1931
0615090,Gerber Union Elementary,(530)385-1041
0615150,Geyserville Unified,(707)857-3592
0601831,Gilroy Prep (a Navigator School) District,(408)337-5445
0615180,Gilroy Unified,(669)225-4000
0601466,Girls Athletic Leadership School Los Angeles District,(818)389-1184
0601555,Glacier High School Charter District,(559)642-1422
0615240,Glendale Unified,(818)241-3111
0615270,Glendora Unified,(626)963-1611
0691008,Glenn County Office of Education,(530)934-6575
0600099,Glenn County ROP,(530)934-6575
0602032,Global Education Academy 2 District,(323)537-7225
0601702,Global Education Academy District,(323)232-9588
0602178,Goethe International Charter District,(310)306-3484
0615390,Gold Oak Union Elementary,(530)626-3150
0601780,Gold Rush Home Study Charter District,(209)532-9781
0615450,Gold Trail Union Elementary,(530)626-3194
0602556,Golden Charter Academy District,(559)293-3157
0602039,Golden Eagle Charter District,(530)926-5800
0615480,Golden Feather Union Elementary,(530)533-3467
0691134,Golden Plains Unified,(559)210-5801
0602012,Golden Valley Charter District,(805)642-3435
0601587,Golden Valley Orchard District,(916)987-1490
0601669,Golden Valley River District,(916)987-6141
0600068,Golden Valley Unified,(559)645-3570
0615510,Goleta Union Elementary,(805)681-1200
0601788,Gompers Preparatory Academy District,(619)263-2171
0600046,Gonzales Unified,(831)675-0100
0615600,Gorman Joint,(661)248-6441
0602117,Gorman Learning Center District,(909)307-6312
0601823,Gorman Learning Center San Bernardino/Santa Clarita District,(909)307-6312
0602048,Grace Hopper STEM Academy District,(310)910-0230
0602206,Granada Hills Charter District,(818)360-2361
0602516,Granite Mountain Charter District,(909)906-3593
0615690,Grant Elementary,(530)243-4952
0615780,Grass Valley Elementary,(530)273-4483
0615810,Gratton Elementary,(209)632-0505
0615840,Gravenstein Union Elementary,(707)823-7008
0615870,Graves Elementary,(831)422-6392
0602244,Great Valley Academy - Salida District,(209)545-7500
0602363,Great Valley Academy District,(209)576-2283
0601416,Greater Anaheim SELPA JPA,(714)828-1766
0602129,Greater San Diego Academy District,(619)669-3050
0615990,Green Point Elementary,(707)668-5921
0616050,Greenfield Union,(661)837-6000
0616080,Greenfield Union Elementary,(831)674-2840
0616110,Grenada Elementary,(530)436-2233
0600051,Gridley Unified,(530)846-4721
0602530,Griffin Academy High District,(707)552-6482
0616230,Grossmont Union High,(619)644-8000
0602201,Grove District,(909)798-7831
0602454,Grow Academy Arvin District,(661)855-8200
0602091,Grow Academy Shafter District,(661)630-7220
0602183,Growth Public District,(916)394-5007
0616260,Guadalupe Union Elementary,(805)343-2114
0602247,Guajome Learning Centers District,(760)631-8500
0601705,Guajome Park Academy Charter District,(760)631-8500
0616320,Guerneville Elementary,(707)869-2864
0616323,Gustine Unified,(209)854-3784
0616325,Hacienda la Puente Unified,(626)933-1000
0601339,Hamilton Unified,(530)826-3261
0616470,Hanford Elementary,(559)585-3600
0616500,Hanford Joint Union High,(559)583-5901
0616530,Happy Camp Union Elementary,(530)493-2267
0616560,Happy Valley Elementary,(831)429-1456
0616570,Happy Valley Union Elementary,(530)357-2134
0601516,Harbor Springs Charter District,(951)252-8800
0602423,Hardy Brown College Prep District,(909)884-1410
0616620,Harmony Union Elementary,(707)874-1205
0601817,Harriet Tubman Village Charter District,(619)668-8635
0600111,Hart ROP,(661)259-0033
0616650,Hart-Ransom Union Elementary,(209)523-9996
0602216,Harvest Ridge Cooperative Charter District,(916)259-1425
0602075,Hawking S.T.E.A.M. Charter District,(619)349-3700
0616680,Hawthorne,(310)676-2276
0602523,Hayward Collegiate Charter District,(650)520-3915
0602238,Hayward Twin Oaks Montessori District,(510)370-3334
0616740,Hayward Unified,(510)784-2600
0600044,Healdsburg Unified,(707)431-3480
0602374,Health Sciences High and Middle College District,(619)528-9070
0601590,Heartland Charter District,(661)829-0099
0602512,Heartwood Charter District,(415)488-9572
0616830,Heber Elementary,(760)337-6530
0616860,Helendale Elementary,(760)952-1180
0602211,Helix High District,(619)644-1940
0616920,Hemet Unified,(951)765-5100
0601660,Heritage K-8 Charter District,(760)737-3111
0602371,Heritage Peak Charter District,(866)992-9033
0617040,Hermosa Beach City Elementary,(424)333-9975
0600014,Hesperia Unified,(760)244-4411
0617160,Hickman Community Charter,(209)874-1816
0602097,High Tech Elementary Chula Vista District,(619)591-2550
0602429,High Tech Elementary District,(619)564-6700
0601768,High Tech Elementary Explorer District,(619)795-3600
0602049,High Tech Elementary Mesa District,(619)510-4620
0602431,High Tech Elementary North County District,(760)759-2785
0602061,High Tech High Chula Vista District,(619)591-2500
0601753,High Tech High District,(619)243-5000
0601891,High Tech High International District,(619)398-4900
0601515,High Tech High Media Arts District,(619)398-8620
0602341,High Tech High Mesa District,(619)795-1810
0601818,High Tech High North County District,(760)759-2700
0601684,High Tech LA District,(818)609-2680
0601787,High Tech LA Middle District,(818)583-6229
0601800,High Tech Middle Chula Vista District,(619)591-2530
0601808,High Tech Middle District,(619)814-5060
0601878,High Tech Middle Media Arts District,(619)398-8640
0602232,High Tech Middle Mesa District,(619)510-4600
0601622,High Tech Middle North County District,(760)759-2750
0601824,Higher Learning Academy District,(916)286-5183
0602073,Highland Academy District,(951)266-0220
0602442,Highlands Community Charter District,(916)844-2283
0617190,Hillsborough City Elementary,(650)548-4209
0617220,Hilmar Unified,(209)667-5701
0617340,Hollister,(831)630-6300
0602320,Hollister Prep District,(831)313-0772
0602302,Holly Drive Leadership Academy District,(619)266-7333
0617430,Holtville Unified,(760)356-2974
0602339,HomeTech Charter District,(530)872-1171
0617490,Hope Elementary,(805)682-2564
0617520,Hope Elementary,(559)784-1064
0617580,Horicon Elementary,(707)886-5322
0601730,Horizon Charter District,(916)408-5200
0617620,Hornbrook Elementary,(530)475-3598
0617640,Hot Springs Elementary,(661)548-6544
0601520,Howard Gardner Community Charter District,(619)934-0300
0617760,Howell Mountain Elementary,(707)965-2423
0617850,Hueneme Elementary,(805)488-3588
0617880,Hughes-Elizabeth Lakes Union Elementary,(661)724-1231
0600060,Hughson Unified,(209)883-4428
0691009,Humboldt County Office of Education,(707)445-7000
0600100,Humboldt County ROP,(707)445-7018
0601752,Hume Lake Charter District,(559)305-7565
0618030,Huntington Beach City Elementary,(714)964-8888
0618060,Huntington Beach Union High,(714)903-7000
0618120,Hydesville Elementary,(707)768-3610
0601725,ICEF Inglewood Elementary Charter Academy District,(323)298-6420
0602263,ICEF Innovation Los Angeles Charter District,(323)290-6997
0601881,ICEF View Park Preparatory Elementary District,(323)290-6960
0601731,ICEF View Park Preparatory High District,(323)290-6975
0602300,ICEF View Park Preparatory Middle District,(323)290-6970
0602368,ICEF Vista Elementary Academy District,(323)298-6400
0601918,ICEF Vista Middle Academy District,(323)298-6405
0602464,iEmpire Academy District,(909)888-8390
0601527,Iftin Charter District,(619)265-2411
0618160,Igo Ono Platina Union Elementary,(530)396-2841
0602174,iLead Agua Dulce District,(661)268-6386
0602482,iLEAD Hybrid District,(661)434-1755
0602060,iLEAD Lancaster Charter District,(661)722-4287
0601806,iLEAD Online District,(661)644-8701
0602372,Imagine Schools Riverside County District,(760)391-9200
0601647,Impact Academy of Arts & Technology District,(510)300-1560
0691010,Imperial County Office of Education,(760)312-6164
0618210,Imperial Unified,(760)355-3200
0600101,Imperial Valley ROP,(760)482-2600
0601405,Imperial Valley ROP JPA,(760)482-2611
0618240,Indian Diggings Elementary,(530)620-6546
0602023,Ingenium Charter District,(818)456-4590
0601858,Ingenium Charter Middle District,(818)309-2777
0602063,Ingenium Clarion Charter Middle District,(888)660-6736
0601533,Ingenuity Charter District,(619)262-2046
0618390,Inglewood Unified,(310)419-2700
0691152,Inland Empire Springs Charter District,(951)252-8800
0602309,Inland Leaders Charter District,(909)446-1100
0601627,Innovations Academy District,(858)271-1414
0601528,Insight @ San Diego District,(805)581-0202
0602171,Insight @ San Joaquin District,(805)581-0202
0601745,Insight School of California District,(805)581-0202
0601554,Inspire School of Arts and Sciences District,(530)891-3090
0601928,Integrity Charter District,(619)336-0808
0601535,Intellectual Virtues Academy District,(562)283-4456
0602200,Intellectual Virtues Academy of Long Beach District,(562)912-7017
0602507,International School for Science and Culture District,(949)441-4500
0601567,International School of Monterey District,(831)583-2165
0602037,Invictus Academy of Richmond District,(510)994-0888
0602547,Invictus Leadership Academy District,(323)792-4403
0601424,Inyo County Career Technical Education,(760)873-3262
0691011,Inyo County Office of Education,(760)873-3262
0601941,Ipakanni Early College Charter District,(530)532-1165
0601964,iQ Academy California-Los Angeles District,(805)581-0202
0691146,Irvine Chinese Immersion Academy District,(949)559-6868
0602552,Irvine International Academy District,(949)242-6164
0684500,Irvine Unified,(949)936-5000
0601777,ISANA Achernar Academy District,(310)764-1234
0601863,ISANA Cardinal Academy District,(818)759-5633
0601507,ISANA Himalia Academy District,(323)231-7005
0601599,ISANA Nascent Academy District,(323)298-1869
0602241,ISANA Octavia Academy District,(323)344-3622
0601541,ISANA Palmati Academy District,(818)753-2712
0618510,Island Union Elementary,(559)924-6424
0602025,Ivy Academia District,(818)716-0771
0602099,Ivy Bound Acad of Math Sci and Tech Charter Mid District,(818)646-4992
0602134,IvyTech Charter District,(805)222-5188
0618660,Jacoby Creek Elementary,(707)822-4896
0602325,James Jordan Middle District,(818)882-2496
0618690,Jamestown Elementary,(209)984-4058
0618730,Jamul-Dulzura Union Elementary,(619)669-7700
0618780,Janesville Union Elementary,(530)253-3660
0602019,Jardin de la Infancia District,(213)614-1745
0601688,JCS - Cedar Cove District,(760)230-2870
0601841,JCS - Manzanita District,(619)303-4344
0601929,JCS - Mountain Oaks District,(760)632-4989
0601592,JCS - Pine Hills District,(760)765-5500
0602366,JCS - Pine Valley District,(619)473-1300
0618810,Jefferson Elementary,(831)389-4593
0618840,Jefferson Elementary,(209)836-3388
0618870,Jefferson Elementary,(650)991-1000
0618930,Jefferson Union High,(650)550-7900
0601969,John Adams Academy - El Dorado Hills District,(916)780-6800
0601986,John Adams Academy - Lincoln District,(916)209-5540
0602261,John Adams Academy - Roseville District,(916)780-6800
0601872,John Henry High District,(510)235-2439
0602109,John Muir Charter District,(530)272-4008
0618990,John Swett Unified,(510)245-4300
0619050,Johnstonville Elementary,(530)257-2471
0602080,Journey District,(949)448-7232
0601828,Journey District,(951)601-6620
0602436,Julia Lee Performing Arts Academy District,(951)595-4500
0602005,Julian Charter District,(760)765-3847
0619140,Julian Union Elementary,(760)765-0661
0619110,Julian Union High,(760)765-0606
0619170,Junction City Elementary,(530)623-6381
0619200,Junction Elementary,(530)547-3274
0619230,Junction Elementary,(530)469-3373
0619260,Jurupa Unified,(951)360-4100
0601832,Kairos Public District,(707)453-7234
0632340,Kashia Elementary,(707)785-9682
0601662,Kavod Charter District,(858)386-0887
0601545,Keiller Leadership Academy District,(619)263-9266
0619320,Kelseyville Unified,(707)279-1511
0619380,Kentfield Elementary,(415)458-5130
0619410,Kenwood,(707)833-2500
0601862,Kepler Neighborhood District,(559)495-0849
0619440,Keppel Union Elementary,(661)944-2155
0619490,Kerman Unified,(559)843-9000
0691012,Kern County Office of Education,(661)636-4000
0600075,Kern County ROP,(661)824-9313
0619540,Kern High,(661)827-3100
0600076,Kern High ROC,(661)831-3327
0619590,Kernville Union Elementary,(760)379-3651
0619620,Keyes Union,(209)669-2921
0601712,Kid Street Charter District,(707)525-9223
0602495,Kidinnu Academy District,(619)938-4864
0602210,Kinetic Academy District,(714)465-4565
0619680,King City Union,(831)385-2940
0601585,King-Chavez Academy of Excellence District,(619)232-2825
0602280,King-Chavez Arts and Athletics Academy District,(619)525-7320
0602185,King-Chavez Community High District,(619)704-1020
0601687,King-Chavez Preparatory Academy District,(619)744-3828
0602015,King-Chavez Primary Academy District,(619)525-7320
0619700,Kings Canyon Joint Unified,(559)305-7010
0691013,Kings County Office of Education,(559)584-1441
0600077,Kings County ROP,(559)589-7038
0619740,Kings River Union Elementary,(559)897-7209
0619770,Kings River-Hardwick Union Elementary,(559)584-4475
0601384,Kings Schools Transportation Authority JPA,(559)585-3604
0601728,Kings Valley Academy II District,(559)242-2506
0619800,Kingsburg Elementary Charter,(559)897-2331
0619830,Kingsburg Joint Union High,(559)897-7721
0602384,KIPP Academy of Innovation District,(323)406-8000
0601693,KIPP Academy of Opportunity District,(323)778-0125
0601576,KIPP Adelante Preparatory Academy District,(619)233-3242
0602172,KIPP Bayview Academy District,(415)467-2522
0601498,KIPP Bayview Elementary District,(415)404-2602
0602276,KIPP Bridge Academy District,(510)929-0437
0601544,KIPP Comienza Community Prep District,(323)886-2355
0601696,KIPP Compton Community District,(323)607-8811
0601920,KIPP Corazon Academy District,(323)457-5051
0602140,KIPP Empower Academy District,(323)750-2279
0601883,KIPP Endeavor College Preparatory Charter District,(323)800-4125
0602533,KIPP Esperanza High District,(415)528-1546
0602030,KIPP Excelencia Community Preparatory District,(510)465-5477
0602577,KIPP Generations Academy District,(213)489-4461
0601619,KIPP Heartwood Academy District,(408)926-5477
0602259,KIPP Heritage Academy District,(408)283-6260
0601791,KIPP Ignite Academy District,(323)486-6402
0602142,KIPP Iluminar Academy District,(323)800-5218
0602152,KIPP King Collegiate High District,(510)317-2330
0602020,KIPP Los Angeles College Preparatory District,(323)264-7737
0602184,KIPP Navigate College Prep District,(408)673-4892
0602056,KIPP Philosophers Academy District,(323)584-6664
0602553,KIPP Poder Public District,(213)489-4461
0602240,Kipp Prize Preparatory Academy District,(408)251-5600
0602017,KIPP Promesa Prep District,(323)486-6400
0602496,KIPP Pueblo Unido District,(323)364-6537
0601764,KIPP Raices Academy District,(323)780-3900
0601626,KIPP San Francisco Bay Academy District,(415)440-4306
0601957,KIPP San Francisco College Preparatory District,(415)643-6951
0602047,KIPP San Jose Collegiate District,(408)937-3752
0602154,KIPP Scholar Academy District,(323)292-2272
0602369,KIPP Sol Academy District,(323)800-5220
0602563,KIPP Stockton District,(209)888-1686
0602457,KIPP Summit Academy District,(510)258-0106
0602575,KIPP University Park District,(209)741-7924
0602481,KIPP Valiant Community Prep District,(650)422-4022
0602041,KIPP Vida Preparatory Academy District,(323)406-8007
0619860,Kirkwood Elementary,(530)824-7773
0619890,Kit Carson Union Elementary,(559)582-2843
0619920,Klamath River Union Elementary,(530)496-3406
0619950,Klamath-Trinity Joint Unified,(530)625-5600
0619980,Kneeland Elementary,(707)442-5472
0620010,Knights Ferry Elementary,(209)881-3382
0620040,Knightsen Elementary,(925)626-3310
0601977,Knowledge Enlightens You (KEY) Academy District,(510)397-2524
0620070,Konocti Unified,(707)994-6475
0620130,La Canada Unified,(818)952-8304
0620190,La Habra City Elementary,(562)690-2305
0620220,La Honda-Pescadero Unified,(650)879-0286
0620250,La Mesa-Spring Valley,(619)668-5700
0602024,La Vida Charter District,(707)459-6344
0620310,Lafayette Elementary,(925)927-3500
0620370,Laguna Beach Unified,(949)497-7700
0620430,Laguna Joint Elementary,(707)762-6051
0620490,Lagunita Elementary,(831)449-2800
0620520,Lagunitas Elementary,(415)488-4118
0601559,Lake County International Charter District,(707)987-3063
0691014,Lake County Office of Education,(707)262-4100
0620610,Lake Elementary,(530)865-1255
0600027,Lake Elsinore Unified,(951)253-7000
0620640,Lake Tahoe Unified,(530)541-2850
0602520,Lake View Charter District,(916)957-5877
0620670,Lakeport Unified,(707)262-3000
0620700,Lakeside Joint,(408)354-2372
0620730,Lakeside Union,(661)836-6658
0620760,Lakeside Union Elementary,(559)582-2868
0620790,Lakeside Union Elementary,(619)390-2600
0601410,Lammersville Joint Unified,(209)836-7400
0620850,Lamont Elementary,(661)845-0751
0620880,Lancaster Elementary,(661)948-4661
0601904,Larchmont Charter District,(323)656-6418
0620910,Larkspur-Corte Madera,(415)927-6960
0622380,Las Lomitas Elementary,(650)854-6311
0621000,Las Virgenes Unified,(818)880-4000
0602489,Lashon Academy City District,(818)514-4566
0601955,Lashon Academy District,(818)514-4566
0691015,Lassen County Office of Education,(530)257-2196
0600079,Lassen ROP,(530)252-1673
0621060,Lassen Union High,(530)257-5134
0621090,Lassen View Union Elementary,(530)527-5162
0601932,Latino College Preparatory Academy District,(408)729-2281
0601514,Latitude 37.8 High District,(510)568-7936
0621150,Laton Joint Unified,(559)922-4015
0621180,Latrobe,(530)677-0260
0601581,Laurel Tree Charter District,(707)822-5626
0601686,LaVerne Elementary Preparatory Academy District,(760)948-4333
0621210,Lawndale Elementary,(310)973-1300
0642580,Laytonville Unified,(707)984-6414
0602405,Lazear Charter Academy District,(510)689-2018
0621240,Le Grand Union Elementary,(209)389-4515
0621270,Le Grand Union High,(209)389-9403
0601640,Leadership Military Academy District,(951)421-8450
0601815,Leadership Public Schools - Hayward District,(510)300-1340
0601892,Leadership Public Schools: Richmond District,(510)235-4522
0602090,Learning by Design Charter District,(323)903-5712
0602122,Learning Choice Academy - Chula Vista District,(619)463-6801
0602323,Learning Choice Academy District,(858)536-8388
0602318,Learning for Life Charter District,(831)582-9820
0601886,Learning Without Limits District,(510)879-1282
0601869,Learning Works District,(626)564-2871
0609665,Leggett Valley Unified,(707)925-6285
0621330,Lemon Grove,(619)825-5600
0602412,Lemoore Middle College High District,(559)925-3552
0601820,Lemoore Online College Preparatory High District,(559)925-3524
0621360,Lemoore Union Elementary,(559)924-6800
0621400,Lemoore Union High,(559)924-6610
0621420,Lennox,(310)695-4000
0601617,Lennox Mathematics Science and Technology Academy District,(310)680-5600
0601992,Leonardo da Vinci Health Sciences Charter District,(619)420-0066
0621480,Lewiston Elementary,(530)778-3984
0601958,Libertas College Preparatory Charter District,(323)400-6149
0602153,Liberty Charter District,(559)675-2070
0621540,Liberty Elementary,(707)795-4380
0621570,Liberty Elementary,(559)686-1675
0621600,Liberty Union High,(925)634-2166
0602554,Life Learning Academy Charter District,(415)397-8957
0602199,Life Source International Charter District,(661)579-2970
0601683,Lifeline Education Charter District,(310)885-1872
0601937,Lighthouse Community Charter District,(510)562-8801
0602356,Lighthouse Community Charter High District,(510)562-8225
0621690,Lincoln Unified,(209)953-8700
0621810,Linden Unified,(209)887-3894
0621870,Lindsay Unified,(559)562-5111
0621900,Linns Valley-Poso Flat Union,(661)536-8811
0602098,Literacy First Charter District,(619)579-7232
0621930,Little Lake City Elementary,(562)868-8241
0621960,Little Shasta Elementary,(530)459-3269
0602161,Live Oak Charter District,(707)762-9020
0621990,Live Oak Elementary,(831)475-6333
0622050,Live Oak Unified,(530)695-5400
0622110,Livermore Valley Joint Unified,(925)606-3200
0622170,Livingston Union,(209)394-5400
0601755,Lodestar: A Lighthouse Community Charter Public District,(510)775-0255
0622230,Lodi Unified,(209)331-7000
0622320,Loleta Union Elementary,(707)733-5705
0622350,Loma Prieta Joint Union Elementary,(408)353-1101
0622410,Lompoc Unified,(805)742-3300
0622440,Lone Pine Unified,(760)876-5579
0622500,Long Beach Unified,(562)997-8000
0600108,Long Beach Unified ROP,(562)595-8893
0602296,Long Valley District,(530)827-2395
0622560,Loomis Union Elementary,(916)652-1800
0622590,Los Alamitos Unified,(562)799-4700
0622650,Los Altos Elementary,(650)947-1150
0601534,Los Angeles Academy of Arts and Enterprise District,(213)487-0600
0601713,Los Angeles College Prep Academy District,(323)257-1499
0691078,Los Angeles County Office of Education,(562)922-6111
0600110,Los Angeles County ROP,(562)922-6850
0601494,Los Angeles Leadership Academy District,(323)227-7719
0601797,Los Angeles Leadership Primary Academy District,(213)381-8484
0622710,Los Angeles Unified,(213)241-1000
0600109,Los Angeles Unified ROCP,(213)241-3801
0622740,Los Banos Unified,(209)826-3801
0622830,Los Gatos Union Elementary,(408)335-2000
0622800,Los Gatos-Saratoga Union High,(408)354-2520
0622860,Los Molinos Unified,(530)384-7826
0622890,Los Nietos,(562)692-0271
0622920,Los Olivos Elementary,(805)688-4025
0622950,Lost Hills Union Elementary,(661)797-2941
0623010,Lowell Joint,(562)943-0211
0601967,LPS Oakland R & D Campus District,(510)633-0750
0623040,Lucerne Elementary,(707)274-5578
0600015,Lucerne Valley Unified,(760)248-6108
0623080,Lucia Mar Unified,(805)474-3000
0602038,Luis Valdez Leadership Academy District,(408)479-0253
0623130,Luther Burbank,(408)295-2450
0623160,Lynwood Unified,(310)886-1600
0601988,MAAC Community Charter District,(619)476-0749
0691017,Madera County Superintendent of Schools,(559)673-6051
0623340,Madera Unified,(559)675-4500
0623430,Magnolia Elementary,(714)761-5533
0602319,Magnolia Science Academy 2 District,(818)758-0300
0602194,Magnolia Science Academy 3 District,(310)637-3806
0601678,Magnolia Science Academy 4 District,(310)473-2464
0601885,Magnolia Science Academy 5 District,(818)705-5676
0602205,Magnolia Science Academy 6 District,(310)842-8555
0602254,Magnolia Science Academy 7 District,(818)886-0585
0601630,Magnolia Science Academy Bell District,(323)826-3925
0601706,Magnolia Science Academy District,(818)609-0507
0602387,Magnolia Science Academy San Diego District,(619)644-1300
0601461,Magnolia Science Academy Santa Ana District,(714)479-0115
0623460,Magnolia Union Elementary,(760)344-2494
0601502,Making Waves Academy District,(510)262-1511
0623530,Mammoth Unified,(760)934-6802
