NCES-District-ID,District-Name,District-Phone
2601017,NexTech High School,(616)458-4992
2625400,NICE Community School District,(906)485-1021
2625560,Niles Community Schools,(269)683-0732
2600995,Noor International Academy,(313)565-0507
2625650,North Adams-Jerome Public Schools,(517)689-1701
2625680,North Branch Area Schools,(810)688-3570
2629220,North Central Area Schools,(906)498-7737
2630480,North Dickinson County Schools,(906)542-9281
2625780,North Huron School District,(989)874-4100
2625800,North Muskegon Public Schools,(231)719-4100
2600219,North Saginaw Charter Academy,(989)249-3105
2600153,North Star Montessori Academy,(906)226-0156
2625920,Northport Public School District,(231)386-5153
2600194,Northridge Academy,(810)785-8811
2625950,Northview Public Schools,(616)363-6861
2625980,Northville Public Schools,(248)344-3508
2626010,Northwest Community Schools,(517)817-4721
2680440,Northwest Education Services,(231)922-6200
2626040,Norway-Vulcan Area Schools,(906)563-9552
2626100,Nottawa Community School,(269)467-7153
2626130,Novi Community School District,(248)449-1234
2626190,Oak Park School District of the City of,(248)336-7706
2600184,Oakland Academy,(269)324-8951
2601043,Oakland FlexTech High School,(248)426-8530
2600217,Oakland International Academy,(248)327-7673
2680880,Oakland Schools,(248)209-2000
2626220,Oakridge Public Schools,(231)788-7100
2601068,Oakside Prep Academy,(248)520-4255
2600285,Ojibwe Charter School,(906)248-8600
2626280,Okemos Public Schools,(517)706-5007
2601119,Old Mission Peninsula School,(231)252-0225
2600242,Old Redford Academy,(313)766-7615
2626370,Olivet Community Schools,(269)749-9129
2626400,Onaway Area Community School District,(989)733-4950
2626430,Oneida Township S/D #3,(517)541-8760
2626490,Onekama Consolidated Schools,(231)889-4251
2626520,Onsted Community Schools,(517)467-2173
2626550,Ontonagon Area School District,(906)813-0614
2626760,Orchard View Schools,(231)760-1310
2626970,Oscoda Area Schools,(989)739-2033
2627060,Otsego Public Schools,(269)694-7900
2680900,Ottawa Area ISD,(616)738-8940
2600274,Outlook Academy,(269)512-7880
2627150,Ovid-Elsie Area Schools,(989)834-2271
2627180,Owendale-Gagetown Area School District,(989)678-4261
2627210,Owosso Public Schools,(989)723-8131
2627240,Oxford Community Schools,(248)969-5000
2600068,Pansophia Academy,(517)279-4686
2600204,Paragon Charter Academy,(517)750-9500
2600206,Paramount Charter Academy,(269)553-6400
2627420,Parchment School District,(269)488-1050
2601076,Pathways Academy,(313)209-3804
2627660,Paw Paw Public School District,(269)415-5200
2627690,Peck Community School District,(810)378-5171
2627720,Pellston Public Schools,(231)539-8421
2601116,Pembroke Academy,(313)933-9727
2627810,Pennfield Schools,(269)961-9781
2627840,Pentwater Public School District,(231)869-4100
2627900,Perry Public Schools,(517)625-3108
2627960,Pewamo-Westphalia Community Schools,(989)587-5100
2628020,Pickford Public Schools,(906)647-6285
2628140,Pinckney Community Schools,(810)225-3900
2628170,Pinconning Area Schools,(989)308-0500
2628200,Pine River Area Schools,(231)829-3841
2680997,Pittsfield Acres Academy,(734)210-0660
2628500,Pittsford Area Schools,(517)523-3481
2628530,Plainwell Community Schools,(269)685-5823
2600125,Plymouth Educational Center Charter School,(313)831-3280
2601020,Plymouth Scholars Charter Academy,(734)459-6149
2628560,Plymouth-Canton Community Schools,(734)416-2700
2600156,Pontiac Academy for Excellence,(248)745-9420
2628740,Pontiac City School District,(248)451-6883
2628830,Port Huron Area School District,(810)984-3101
2628950,Portage Public Schools,(269)323-5000
2629120,Portland Public Schools,(517)647-4161
2629130,Posen Consolidated School District No. 9,(989)248-6500
2629160,Potterville Public Schools,(517)645-4705
2629190,Powell Township Schools,(906)345-9355
2601132,PrepNet Virtual Academy,(616)222-1700
2600269,Presque Isle Academy,(989)733-6708
2600310,Prevail Academy,(586)783-0173
2607690,Public Schools of Calumet Laurium & Keweenaw,(906)337-0311
2627930,Public Schools of Petoskey,(231)348-2100
2600965,Quest Charter Academy,(313)299-0534
2629250,Quincy Community Schools,(517)639-7141
2629340,Rapid River Public Schools,(906)474-6411
2629370,Ravenna Public Schools,(231)853-2231
2600950,Reach Charter Academy,(586)498-9171
2629400,Reading Community Schools,(517)283-2166
2681000,Red Oak Academy,(734)369-9500
2629460,Redford Union Schools District No. 1,(313)242-6000
2629490,Reed City Area Public Schools,(231)832-2201
2629520,Reese Public Schools,(989)868-9864
2629540,Reeths-Puffer Schools,(231)719-3101
2600985,Regent Park Scholars Charter Academy,(313)371-1300
2600982,Relevant Academy of Eaton County,(517)925-5450
2600087,Renaissance Public School Academy,(989)773-9889
2629580,Republic-Michigamme Schools,(906)376-2277
2600286,Richfield Public School Academy,(810)736-1281
2629670,Richmond Community Schools,(586)727-3565
2600208,Ridge Park Charter Academy,(616)222-0093
2601047,Rising Stars Academy,(586)806-6455
2601031,River City Scholars Charter Academy,(616)248-3390
2629760,River Rouge School District of the City of,(313)297-9600
2629790,River Valley School District,(269)756-9541
2600291,Riverside Academy,(734)662-7050
2629910,Riverview Community School District,(734)285-9660
2629940,Rochester Community School District,(248)726-3000
2630030,Rockford Public Schools,(616)863-6557
2630060,Rogers City Area Schools,(989)734-9100
2630090,Romeo Community Schools,(586)752-0225
2630120,Romulus Community Schools,(734)532-1610
2615830,Roscommon Area Public Schools,(989)275-6600
2630210,Roseville Community Schools,(586)445-5505
2630300,Royal Oak Schools,(248)435-8400
2630360,Rudyard Area Schools,(906)478-3771
2601012,Rutherford Winans Academy,(313)873-7625
2601106,Saginaw Covenant Academy,(989)596-1100
2680930,Saginaw ISD,(989)249-8701
2600161,Saginaw Preparatory Academy,(989)752-9600
2630390,Saginaw School District of the City of,(989)399-6500
2630450,Saginaw Township Community Schools,(989)797-1800
2630660,Saline Area Schools,(734)401-4001
2630780,Sand Creek Community Schools,(517)436-3108
2630840,Sandusky Community School District,(810)648-3400
2680965,Sanilac ISD,(810)648-4700
2630930,Saranac Community Schools,(616)642-1400
2630960,Saugatuck Public Schools,(269)857-1444
2630990,Sault Ste. Marie Area Schools,(906)632-5653
2631020,Schoolcraft Community Schools,(269)488-7390
2680998,SER YouthBuild Learning Academy,(248)404-7166
2631320,Shelby Public Schools,(231)861-5211
2631380,Shepherd Public Schools,(989)828-5520
2680975,Shiawassee Regional ESD,(989)743-3471
2600010,Sigel Township S/D #3F,(989)269-8944
2600011,Sigel Township S/D #4F,(989)479-9266
2632070,Sodus Township S/D #5,(269)925-6757
2600223,South Arbor Charter Academy,(734)528-2821
2600997,South Canton Scholars Charter Academy,(734)398-5658
2632300,South Haven Public Schools,(269)637-0521
2632220,South Lake Schools,(586)435-1600
2632250,South Lyon Community Schools,(248)573-8100
2601021,South Pointe Scholars Charter Academy,(734)484-0118
2632280,South Redford School District,(313)535-4000
2632310,Southfield Public School District,(248)746-8777
2632340,Southgate Community School District,(734)246-4600
2632370,Sparta Area Schools,(616)887-8253
2632550,Spring Lake Public Schools,(616)847-7919
2632610,Springport Public Schools,(517)857-3495
2632640,St. Charles Community Schools,(989)865-9961
2600316,St. Clair County Intervention Academy,(586)731-5300
2680940,St. Clair County RESA,(810)364-8990
2600012,St. Ignace Area Schools,(906)643-8145
2632820,St. Johns Public Schools,(989)227-4050
2680960,St. Joseph County ISD,(269)467-5400
2632850,St. Joseph Public Schools,(269)926-3100
2632880,St. Louis Public Schools,(989)681-2545
2632940,Standish-Sterling Community Schools,(989)846-3670
2632970,Stanton Township Public Schools,(906)482-2797
2600228,Star International Academy,(313)724-8990
2600264,State Street Academy,(989)684-6484
2633000,Stephenson Area Public Schools,(906)753-2221
2633030,Stockbridge Community Schools,(517)851-7188
2633090,Sturgis Public Schools,(269)659-1500
2601104,Success Virtual Learning Centers of Michigan,(616)794-6329
2633120,Summerfield Schools,(734)279-1035
2600225,Summit Academy North,(734)379-9766
2600019,Superior Central School District,(906)439-5531
2633360,Suttons Bay Public Schools,(231)271-8604
2633410,Swan Valley School District,(989)921-3701
2633420,Swartz Creek Community Schools,(810)591-2300
2625350,Tahquamenon Area Schools,(906)293-3226
2633510,Tawas Area Schools,(989)984-2250
2600331,Taylor Exemplar Academy,(734)941-7742
2601061,Taylor Preparatory High School,(313)668-2100
2633540,Taylor School District,(734)374-1200
2633720,Tecumseh Public Schools,(517)424-7318
2633750,Tekonsha Community Schools,(517)767-4121
2600173,The Dearborn Academy,(313)271-0644
2600983,The Greenspire School,(231)946-4400
2601051,The James and Grace Lee Boggs School,(313)923-2301
2601018,The New Standard Academy,(810)787-3330
2633810,Thornapple Kellogg School District,(269)795-5521
2600966,Three Lakes Academy,(906)586-6631
2600288,Three Oaks Public School Academy,(231)767-3365
2633840,Three Rivers Community Schools,(269)279-1100
2600214,Timberland Academy,(231)767-9700
2601036,Tipton Academy,(734)261-0500
2633870,Traverse City Area Public Schools,(231)933-1700
2633900,Trenton Public Schools,(734)676-8600
2633930,Tri County Area Schools,(616)636-5454
2600277,Trillium Academy,(734)374-8222
2600311,Triumph Academy,(734)240-2610
2634260,Troy School District,(248)823-4000
2680980,Tuscola ISD,(989)673-2144
2634380,Ubly Community Schools,(989)658-8202
2634410,Union City Community Schools,(517)741-8091
2634440,Unionville-Sebewaing Area S.D.,(989)883-2360
2600237,Universal Academy,(313)565-0507
2600300,Universal Learning Academy,(734)402-5900
2600956,University Preparatory Academy (PSAD),(313)887-1613
2600961,University Preparatory Art & Design,(313)481-4000
2600952,University Preparatory Science and Math (PSAD),(313)887-1613
2600971,University Yes Academy,(313)215-4617
2601120,Uplift Michigan Academy,(313)335-3218
2634470,Utica Community Schools,(586)797-1000
2680985,Van Buren ISD,(269)674-8091
2634560,Van Buren Public Schools,(734)697-1054
2634680,Van Dyke Public Schools,(586)758-8334
2634620,Vanderbilt Area Schools,(989)983-2561
2600115,Vanderbilt Charter Academy,(616)820-5050
2634650,Vandercook Lake Public Schools,(517)782-9044
2600098,Vanguard Charter Academy,(616)538-3630
2634710,Vassar Public Schools,(989)823-8535
2634860,Verona Township S/D #1F,(989)269-7054
2634920,Vestaburg Community Schools,(989)268-5353
2634950,Vicksburg Community Schools,(269)321-1000
2600968,Virtual Learning Academy of St. Clair County,(810)455-4480
2600097,Vista Charter Academy,(616)246-6920
2600951,Vista Meadows Academy,(313)240-4347
2600227,Voyageur Academy,(313)361-4180
2601023,W-A-Y Academy,(313)444-8082
2635010,Wakefield-Marenisco School District,(906)224-7211
2600112,Walden Green Montessori,(616)842-4523
2635040,Waldron Area Schools,(517)286-6251
2600149,Walker Charter Academy,(616)785-2700
2635130,Walkerville Public Schools,(231)873-4850
2635160,Walled Lake Consolidated Schools,(248)956-2000
2600254,Walton Charter Academy,(248)371-9300
2635190,Warren Consolidated Schools,(586)825-2400
2635220,Warren Woods Public Schools,(586)439-4469
2600271,Warrendale Charter Academy,(313)240-4200
2600958,Washington-Parks Academy,(734)716-7193
2680990,Washtenaw ISD,(734)994-8100
2600164,Washtenaw Technical Middle College,(734)973-3410
2601053,Waterford Montessori Academy,(248)674-2400
2635310,Waterford School District,(248)706-4860
2635340,Watersmeet Township School District,(906)358-4504
2635460,Watervliet School District,(269)463-0300
2635520,Waverly Community Schools,(517)321-7265
2601056,WAY Academy - Flint,(810)412-8655
2601074,WAY Michigan,(313)444-9292
2635550,Wayland Union Schools,(269)792-2181
2680995,Wayne RESA,(734)334-1300
2600015,Wayne-Westland Community School District,(734)419-2000
2635730,Webberville Community Schools,(517)521-3422
2635790,Wells Township School District,(906)238-4200
2600981,Wellspring Preparatory High School,(616)235-9500
2635820,West Bloomfield School District,(248)865-6485
2635850,West Branch-Rose City Area Schools,(989)343-2000
2632910,West Iron County Public Schools,(906)265-9218
2600113,West MI Academy of Arts and Academics,(616)844-9961
2600092,West MI Academy of Environmental Science,(616)791-7454
2600977,West Michigan Aviation Academy,(616)446-8886
2635910,West Ottawa Public School District,(616)786-2099
2680755,West Shore Educational Service District,(231)757-3716
2600245,West Village Academy,(313)274-9200
2635940,Western School District,(517)841-8170
2601125,Westfield Charter Academy,(866)642-3676
2600230,Weston Preparatory Academy,(313)387-6038
2611640,Westwood Community School District,(313)565-1900
2635970,Westwood Heights Schools,(810)591-0870
2680000,Wexford-Missaukee ISD,(231)876-2260
2636060,White Cloud Public Schools,(231)689-3201
2636120,White Pigeon Community Schools,(269)483-7676
2636240,Whitefish Township Schools,(906)492-3353
2636270,Whiteford Agricultural School District of the Counties of Le,(734)856-1443
2636300,Whitehall District Schools,(231)893-1005
2636330,Whitmore Lake Public School District,(734)449-4464
2636390,Whittemore-Prescott Area Schools,(989)756-2500
2600182,Will Carleton Charter School Academy,(517)437-2000
2600185,William C. Abney Academy,(616)454-5541
2636420,Williamston Community Schools,(517)655-4361
2600203,Windemere Park Charter Academy,(517)327-0700
2600020,Windover High School,(989)832-0852
2636480,Wolverine Community School District,(231)525-8201
2636485,Woodhaven-Brownstown School District,(734)789-2357
2600076,Woodland Park Academy,(810)695-4710
2600078,Woodland School,(231)947-7474
2636540,Wyandotte School District of the City of,(734)759-6002
2636570,Wyoming Public Schools,(616)531-8944
2636600,Yale Public Schools,(810)387-3231
2600955,Youth Advancement Academy,(269)250-9362
2636630,Ypsilanti Community Schools,(734)221-1218
2636660,Zeeland Public Schools,(616)748-3000
