NCES-School-ID,School-Name,School-Type,District,School-Level,Address,Phone,Latitude,Longitude
063462005754,Arlington Heights Elementary,Public,San Juan Unified,Elementary,"6401 Trenton Way, Citrus Heights, CA 95621",(916)971-5234,38.6871306,-121.3139768
062271002825,Arlington Heights Elementary,Public,Los Angeles Unified,Elementary,"1717 Seventh Ave., Los Angeles, CA 90019",(323)735-1021,34.0411926,-118.3250657
063315005131,Arlington High,Public,Riverside Unified,High,"2951 Jackson St., Riverside, CA 92503",(951)352-8316,33.9147571,-117.4278923
060561000504,Arma J. Shull Elementary,Public,Bonita Unified,Elementary,"115 West Allen Ave., San Dimas, CA 91773",(909)971-8208,34.1178471,-117.8078216
062580003863,Armada Elementary,Public,Moreno Valley Unified,Elementary,"25201 John F. Kennedy Dr., Moreno Valley, CA 92551",(951)571-4500,33.9022276,-117.2236287
061336001510,Armijo High,Public,Fairfield-Suisun Unified,High,"824 Washington St., Fairfield, CA 94533",(707)422-7500,38.250141,-122.0361543
062271002826,Arminta Street Elementary,Public,Los Angeles Unified,Elementary,"11530 Strathern St., North Hollywood, CA 91605",(818)765-5911,34.2148387,-118.382633
060318000243,Armona Elementary,Public,Armona Union Elementary,Elementary,"PO Box 368, Armona, CA 93202",(559)583-5010,36.3104492,-119.7093013
063132004836,Armstrong Elementary,Public,Pomona Unified,Elementary,"22750 Beaverhead Dr., Diamond Bar, CA 91765",(909)397-4563,34.0212868,-117.8171274
061233011064,Arnold Adreani Elementary,Public,Elk Grove Unified,Elementary,"9927 Wildhawk West Dr., Sacramento, CA 95829",(916)525-0630,38.4700963,-121.3236785
064015010994,Arnold O. Beckman High,Public,Tustin Unified,High,"300 South C St., Tustin, CA 92780",(714)734-2900,33.7431366,-117.8253119
069113610298,Aromas,Public,Aromas - San Juan Unified,"Elementary,Middle","365 Vega St., Aromas, CA 95004",(831)726-5100,36.890656,-121.6441914
060588000526,Arovista Elementary,Public,Brea-Olinda Unified,Elementary,"900 Eadington Dr., Brea, CA 92821",(714)529-2185,33.9128449,-117.9103582
060819000798,Arrow High (Continuation),Public,Charter Oak Unified,High,"1505 South Sunflower Ave., Glendora, CA 91740",(626)914-3961,34.1115219,-117.8467577
063417005345,Arrowhead Elementary,Public,San Bernardino City Unified,Elementary,"3825 Mountain View Ave., San Bernardino, CA 92405",(909)881-8100,34.1614049,-117.2871525
063417005346,Arrowview Middle,Public,San Bernardino City Unified,Middle,"2299 North G St., San Bernardino, CA 92405",(909)881-8109,34.1372513,-117.2979305
063429013998,Arroyo,Public,San Carlos Elementary,Elementary,"1710 Arroyo Ave., San Carlos, CA 94070",(650)632-8300,37.5002098,-122.260342
063132004837,Arroyo Elementary,Public,Pomona Unified,Elementary,"1605 West Arroyo Ave., Pomona, CA 91768",(909)397-4568,34.0663516,-117.7807822
062847004387,Arroyo Elementary,Public,Ontario-Montclair,"Elementary,Middle","1700 East Seventh St., Ontario, CA 91764",(909)985-1012,34.0881672,-117.6162706
064015006633,Arroyo Elementary,Public,Tustin Unified,Elementary,"300 South C St., Tustin, CA 92780",(714)730-7381,33.7431366,-117.8253119
063684010712,Arroyo Elementary,Public,Simi Valley Unified,Elementary,"225 Ulysses St., Simi Valley, CA 93065",(805)306-4420,34.2734841,-118.7931628
062308003516,Arroyo Grande High,Public,Lucia Mar Unified,High,"495 Valley Rd., Arroyo Grande, CA 93420",(805)474-3200,35.1161444,-120.5806009
063471005845,Arroyo High,Public,San Lorenzo Unified,High,"15701 Lorenzo Ave., San Lorenzo, CA 94580",(510)317-4000,37.6794409,-122.1403527
061212001363,Arroyo High,Public,El Monte Union High,High,"4921 North Cedar Ave., El Monte, CA 91732",(626)444-9201,34.0937234,-118.0212161
061608014263,Arroyo Seco Academy,Public,Greenfield Union Elementary,Elementary,"493 El Camino Real, Greenfield, CA 93927",(831)674-6080,36.326008,-121.2482818
062211002620,Arroyo Seco Elementary,Public,Livermore Valley Joint Unified,Elementary,"5280 Irene Way, Livermore, CA 94550",(925)606-4700,37.6842493,-121.7272105
064251006956,Arroyo Seco Junior High,Public,William S. Hart Union High,Middle,"27171 North Vista Delgado Dr., Valencia, CA 91354",(661)296-0991,34.4419422,-118.5373162
062271008888,Arroyo Seco Museum Science,Public,Los Angeles Unified,"Elementary,Middle","4805 Sycamore Terr., Los Angeles, CA 90042",(323)254-5141,34.1019679,-118.2042899
063417010365,Arroyo Valley High,Public,San Bernardino City Unified,High,"1881 West Baseline St., San Bernardino, CA 92411",(909)381-4295,34.1187581,-117.3274902
063207009619,Arroyo Verde Elementary,Public,Redlands Unified,Elementary,"7701 Church St., Highland, CA 92346",(909)307-5590,34.112994,-117.1723959
060164508299,Arroyo Vista Charter,Public,Arroyo Vista Charter District,"Elementary,Middle","2491 School House Rd., Chula Vista, CA 91915",(619)656-9676,32.6391019,-116.9532309
060744000745,Arroyo Vista Elementary,Public,Capistrano Unified,Elementary,"23371 Arroyo Vista, Rancho Santa Margarita, CA 92688",(949)234-5951,33.6232253,-117.6154635
063750006332,Arroyo Vista Elementary,Public,South Pasadena Unified,Elementary,"335 El Centro St., South Pasadena, CA 91030",(626)441-5840,34.1132857,-118.1667802
060744011701,Arroyo Vista Middle,Public,Capistrano Unified,Middle,"23371 Arroyo Vista, Rancho Santa Margarita, CA 92688",(949)234-5951,33.6232253,-117.6154635
062569010342,Arroyo West Elementary,Public,Moorpark Unified,Elementary,"4117 Country Hill Rd., Moorpark, CA 93021",(805)378-6308,34.2645735,-118.9056827
060004710394,Art Freiler,Public,Tracy Joint Unified,"Elementary,Middle","1975 West Lowell Ave., Tracy, CA 95376",(209)830-3309,37.7475048,-121.4525366
061785002201,Art Haycox Elementary,Public,Hueneme Elementary,Elementary,"5400 Perkins Rd., Oxnard, CA 93033",(805)488-3578,34.1500063,-119.1833117
060162000002,Artesia High,Public,ABC Unified,High,"12108 East Del Amo Blvd., Lakewood, CA 90715",(562)229-7700,33.8466883,-118.1343988
063384011078,Arthur A. Benjamin Health Professions High,Public,Sacramento City Unified,High,"451 McClatchy Way, Sacramento, CA 95818",(916)395-5010,38.562098,-121.511137
061233007608,Arthur C. Butler Elementary,Public,Elk Grove Unified,Elementary,"9180 Brown Rd., Elk Grove, CA 95624",(916)681-7595,38.4485509,-121.3587355
061384001559,Arthur E. Mills Intermediate,Public,Firebaugh-Las Deltas Unified,Elementary,"1976 Morris Kyle Dr., Firebaugh, CA 93622",(559)659-2317,36.8445551,-120.4444793
062100002528,Arthur E. Wright Middle,Public,Las Virgenes Unified,Middle,"4029 North Las Virgenes Rd., Calabasas, CA 91302",(818)880-4614,34.1345136,-118.704801
060636000554,Arthur F. Corey Elementary,Public,Buena Park Elementary,Elementary,"7351 Holder St., Buena Park, CA 90620",(714)522-8389,33.8546404,-118.020484
062241002681,Arthur Hapgood Elementary,Public,Lompoc Unified,Elementary,"PO Box 8000, Lompoc, CA 93438",(805)742-2200,34.64,-120.46
060790007663,Arthur S. Dudley Elementary,Public,Center Joint Unified,Elementary,"8000 Aztec Way, Antelope, CA 95843",(916)338-6470,38.7147854,-121.3815939
060238912683,Arts In Action Community Charter,Public,Arts In Action Community Charter District,Elementary,"5115 Via Corona St., Los Angeles, CA 90022",(323)266-4371,34.0322566,-118.1551038
060193914061,Arts in Action Community Middle,Public,Arts in Action Community Middle District,Middle,"745 South Kern Ave., Los Angeles, CA 90022",(323)266-4371,34.0232415,-118.1656334
062769004181,Arturo Sanchez Elementary,Public,Norwalk-La Mirada Unified,Elementary,"11960 East 162nd St., Norwalk, CA 90650",(562)210-4315,33.8838271,-118.0780624
063429005400,Arundel Elementary,Public,San Carlos Elementary,Elementary,"200 Arundel Rd., San Carlos, CA 94070",(650)508-7311,37.5036206,-122.2742608
061954002339,Arvin High,Public,Kern High,High,"900 VARSITY RD., Arvin, CA 93203",(661)854-5561,35.2181439,-118.8360389
060171111105,ASA Charter,Public,ASA Charter District,"Elementary,High","3512 North E St., San Bernardino, CA 92405",(909)475-3322,34.1563084,-117.2944423
063441001276,Asawa (Ruth) SF Sch of the Arts A Public School,Public,San Francisco Unified,High,"555 Portola Dr., San Francisco, CA 94131",(415)695-5700,37.7453815,-122.4486701
060170408677,ASCEND,Public,ASCEND District,"Elementary,Middle","333 Hegenberger Road Ste. 705, Oakland, CA 94621",(510)879-3140,37.7356796,-122.1984166
062271002827,Ascot Avenue Elementary,Public,Los Angeles Unified,Elementary,"1447 East 45th St., Los Angeles, CA 90011",(323)235-3178,34.0034526,-118.2484095
061074007660,Ashley Falls Elementary,Public,Del Mar Union Elementary,Elementary,"13030 Ashley Falls Dr., San Diego, CA 92130",(858)259-7812,32.9562097,-117.2089884
060964001005,Aspen Elementary,Public,Conejo Valley Unified,Elementary,"1870 Oberlin Ave., Thousand Oaks, CA 91360",(805)495-2810,34.2027587,-118.8832931
060232114004,Aspen Meadow Public,Public,Aspen Meadow Public District,Elementary,"4221 North Hughes Ave., Fresno, CA 93705",(559)369-2456,36.7941106,-119.8359653
060255914587,Aspen Ridge Public,Public,Aspen Ridge Public District,"Middle,High","4221 North Hughes, Fresno, CA 93705",(559)374-0080,36.7941106,-119.8359653
060171410775,Aspen Valley Prep Academy,Public,Aspen Valley Prep Academy District,Elementary,"4221 North Hughes, Fresno, CA 93705",(559)225-7737,36.7941106,-119.8359653
060212312449,Aspire Alexander Twilight College Preparatory Academy,Public,Aspire Alexander Twilight College Prep Acad DIST,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(916)979-1788,37.7825283,-122.2414279
060170312785,Aspire Alexander Twilight Secondary Academy,Public,Aspire Alexander Twilight Secondary Academy District,"Middle,High","1001 22nd Ave. Ste. 100, Oakland, CA 94606",(916)979-1788,37.7825283,-122.2414279
060182110891,Aspire Antonio Maria Lugo Academy,Public,Aspire Antonio Maria Lugo Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)585-1153,37.7825283,-122.2414279
060236712659,Aspire APEX Academy,Public,Aspire APEX Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)466-3861,37.7825283,-122.2414279
060253414483,Aspire Arts & Sciences Academy,Public,Aspire Arts & Sciences Academy District,Elementary,"1605 East March Ln, Stockton, CA 95210",(209)337-3010,38.0036631,-121.2880818
060237611341,Aspire Benjamin Holt College Preparatory Academy,Public,Aspire Benjamin Holt College Preparatory Academy District,High,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)955-1477,37.7825283,-122.2414279
060206913963,Aspire Benjamin Holt Middle,Public,Aspire Benjamin Holt Middle District,Middle,"1001 22nd Ave., Oakland, CA 94606",(209)437-9899,37.7824905,-122.2413705
060204610727,Aspire Berkley Maynard Academy,Public,Aspire Berkley Maynard Academy District,"Elementary,Middle","1001 22nd Ave. Ste. 100, Oakland, CA 94606",(510)658-2900,37.7825283,-122.2414279
060159811189,Aspire Capitol Heights Academy,Public,Aspire Capitol Heights Academy District,"Elementary,Middle","1001 22nd Ave. Ste. 100, Oakland, CA 94606",(916)739-8520,37.7825283,-122.2414279
060155313135,Aspire Centennial College Preparatory Academy,Public,Aspire Centennial College Preparatory Academy District,Middle,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)826-9616,37.7825283,-122.2414279
060211213676,Aspire College Academy,Public,Aspire College Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(510)562-8030,37.7825283,-122.2414279
060160414051,Aspire East Palo Alto Charter,Public,Aspire East Palo Alto Charter District,"Elementary,Middle","1001 22nd Ave., Oakland, CA 94606",(650)614-9100,37.7824905,-122.2413705
060226212761,Aspire Firestone Academy Charter,Public,Aspire Firestone Academy Charter District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)249-5740,37.7825283,-122.2414279
060247212679,Aspire Gateway Academy Charter,Public,Aspire Gateway Academy Charter District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)249-5740,37.7825283,-122.2414279
060155212331,Aspire Golden State College Preparatory Academy,Public,Aspire Golden State College Preparatory Academy District,"Middle,High","1001 22nd Ave. Ste. 100, Oakland, CA 94606",(510)567-9631,37.7825283,-122.2414279
060241712856,Aspire Inskeep Academy Charter,Public,Aspire Inskeep Academy Charter District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)235-8400,37.7825283,-122.2414279
060233512967,Aspire Juanita Tate Academy Charter,Public,Aspire Juanita Tate Academy Charter District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)235-8400,37.7825283,-122.2414279
060155712077,Aspire Junior Collegiate Academy,Public,Aspire Junior Collegiate Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)583-5421,37.7825283,-122.2414279
060180112244,Aspire Langston Hughes Academy,Public,Aspire Langston Hughes Academy District,"Middle,High","1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)943-2389,37.7825283,-122.2414279
060221210459,Aspire Lionel Wilson College Preparatory Academy,Public,Aspire Lionel Wilson College Preparatory Academy District,"Middle,High","1001 22nd Ave. Ste.100, Oakland, CA 94606",(510)635-7737,37.7825283,-122.2414279
060244808440,Aspire Monarch Academy,Public,Aspire Monarch Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(510)568-3101,37.7825283,-122.2414279
060185711655,Aspire Ollin University Preparatory Academy,Public,Aspire Ollin University Preparatory Academy District,"Middle,High","2540 East 58th St., Huntington Park, CA 90255",(323)277-2901,33.9900919,-118.2262859
060166712634,Aspire Pacific Academy,Public,Aspire Pacific Academy District,"Middle,High","1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)589-2800,37.7825283,-122.2414279
060244512106,Aspire Port City Academy,Public,Aspire Port City Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)943-2389,37.7825283,-122.2414279
060240313890,Aspire Richmond Ca. College Preparatory Academy,Public,Aspire Richmond Ca. College Preparatory Academy District,"Middle,High","1001 22nd Ave. Ste. 100, Oakland, CA 94606",(510)684-8900,37.7825283,-122.2414279
060154713891,Aspire Richmond Technology Academy,Public,Aspire Richmond Technology Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(510)480-0660,37.7825283,-122.2414279
060245210389,Aspire River Oaks Charter,Public,Aspire River Oaks Charter District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)956-8100,37.7825283,-122.2414279
060205911423,Aspire Rosa Parks Academy,Public,Aspire Rosa Parks Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)944-5590,37.7825283,-122.2414279
060219612950,Aspire Slauson Academy Charter,Public,Aspire Slauson Academy Charter District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)235-8400,37.7825283,-122.2414279
060253214481,Aspire Stockton 6-12 Secondary Academy,Public,Aspire Stockton 6-12 Secondary Academy District,"Middle,High","2428 Belleview Ave., Stockton, CA 95206",(209)337-3010,37.9286027,-121.2617243
060209511809,Aspire Summit Charter Academy,Public,Aspire Summit Charter Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)538-8082,37.7825283,-122.2414279
060152412447,Aspire Titan Academy,Public,Aspire Titan Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(323)583-5421,37.7825283,-122.2414279
060149610724,Aspire Triumph Technology Academy,Public,Aspire Triumph Technology Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(510)638-9445,37.7825283,-122.2414279
060177814342,Aspire University Charter,Public,Aspire University Charter District,Elementary,"819 Sunset Ave., Modesto, CA 95351",(209)544-8722,37.618242,-121.003196
060182612511,Aspire Vanguard College Preparatory Academy,Public,Aspire Vanguard College Preparatory Academy District,"Middle,High","1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)521-3010,37.7825283,-122.2414279
060247608323,Aspire Vincent Shalvey Academy,Public,Aspire Vincent Shalvey Academy District,Elementary,"1001 22nd Ave. Ste. 100, Oakland, CA 94606",(209)931-5399,37.7825283,-122.2414279
060243713121,Assurance Learning Academy,Public,Assurance Learning Academy District,"Middle,High","43145 Business Center Ste. 102-103, Lancaster, CA 93535",(661)272-1225,34.6671523,-118.1305813
060258113884,Astronaut Jose' M. Hernandez Academy,Public,Astronaut Jose' M. Hernandez Academy District,"Elementary,Middle","703 East Swain Rd., Stockton, CA 95207",(209)830-9219,38.0090381,-121.3022278
060330010317,Atascadero Choices in Education Academy (ACE),Public,Atascadero Unified,High,"10801 El Camino Real, Atascadero, CA 93422",(805)462-4350,35.4580008,-120.6390403
060330000247,Atascadero High,Public,Atascadero Unified,High,"1 High School Hill, Atascadero, CA 93422",(805)462-4300,35.4847854,-120.6726516
060330000248,Atascadero Middle,Public,Atascadero Unified,Middle,"6501 Lewis Ave., Atascadero, CA 93422",(805)462-4360,35.49063659999999,-120.6666573
063684006248,Atherwood Elementary,Public,Simi Valley Unified,Elementary,"2350 East Greensward St., Simi Valley, CA 93065",(805)520-6730,34.2845094,-118.7512827
064214014396,ATLAS Learning Academy,Public,Western Placer Unified,"Elementary,High","870 J St., Lincoln, CA 95648",(916)409-2404,38.897077,-121.2975038
062271002828,Atwater Avenue Elementary,Public,Los Angeles Unified,Elementary,"3271 Silver Lake Blvd., Los Angeles, CA 90039",(323)665-5941,34.115704,-118.254944
062466003699,Atwater High,Public,Merced Union High,High,"PO Box 835, Atwater, CA 95301",(209)325-1200,37.3477174,-120.609084
060342011167,Atwater Senior Academy,Public,Atwater Elementary,Middle,"1753 Fifth St., Atwater, CA 95301",(209)357-6515,37.3529887,-120.6081686
060348004813,Auburn Elementary,Public,Auburn Union Elementary,Elementary,"11400 Lariat Ranch Rd., Auburn, CA 95603",(530)887-1958,38.932464,-121.1053508
060985001046,Auburndale Intermediate,Public,Corona-Norco Unified,Middle,"1255 River Rd., Corona, CA 92880",(951)736-3231,33.9035587,-117.5770471
060185514028,Audeo Charter II,Public,Audeo Charter II District,"Elementary,High","10170 Huennekens St., San Diego, CA 92121",(858)678-2050,32.9028025,-117.1841453
060224814228,Audeo Charter School III,Public,Audeo Charter School III District,"Middle,High","10170 Huennekens St., San Diego, CA 92121",(858)678-2050,32.9028025,-117.1841453
060256014578,Audeo Valley Charter,Public,Audeo Valley Charter District,"Middle,High","10170 Huennekens St., San Diego, CA 92121",(951)242-6646,32.9028025,-117.1841453
063492005897,Audubon Elementary,Public,San Mateo-Foster City,Elementary,"841 Gull Ave., Foster City, CA 94404",(650)312-7500,37.5674985,-122.2578745
063432005411,Audubon K-8,Public,San Diego Unified,"Elementary,Middle","8111 San Vicente, San Diego, CA 92114",(619)344-5800,32.7106717,-117.0306293
062271002829,Audubon Middle,Public,Los Angeles Unified,Middle,"4120 11th Ave., Los Angeles, CA 90008",(323)290-6300,34.0088052,-118.3276869
062640003987,August Boeger Middle,Public,Mount Pleasant Elementary,Middle,"1944 Flint Ave., San Jose, CA 95148",(408)223-3770,37.3467588,-121.7996759
063801006399,August Elementary,Public,Stockton Unified,"Elementary,Middle","2101 Sutro Ave., Stockton, CA 95205",(209)933-7160,37.98211879999999,-121.2570033
062361001374,August Knodt Elementary,Public,Manteca Unified,"Elementary,Middle","PO Box 32, Manteca, CA 95336",(209)938-6200,37.8403398,-121.2053963
062706004090,August Schilling Elementary,Public,Newark Unified,Elementary,"36901 Spruce St., Newark, CA 94560",(510)818-3800,37.5279873,-122.0473959
062271013065,Augustus Hawkins High,Public,Los Angeles Unified,High,"825 West 60th St., Los Angeles, CA 90044",(323)789-1282,33.9857852,-118.2883825
060002503570,Aurelia Pennekamp Elementary,Public,Manhattan Beach Unified,Elementary,"325 South Peck Ave., Manhattan Beach, CA 90266",(310)798-6223,33.8767345,-118.3887354
062271011622,Aurora Elementary,Public,Los Angeles Unified,Elementary,"1050 East 52nd Pl., Los Angeles, CA 90011",(323)238-1500,33.994816,-118.2574589
060690000633,Aurora High (Continuation),Public,Calexico Unified,High,"1391 Kloke Rd., Calexico, CA 92231",(760)768-3940,32.6804952,-115.5174088
060245914335,Aurum Preparatory Academy,Public,Aurum Preparatory Academy District,Middle,"1034 66th Ave., Oakland, CA 94621",(415)763-8974,37.7587068,-122.1958233
063264008646,Austin Creek Elementary,Public,Rincon Valley Union Elementary,Elementary,"1480 Snowy Egret Dr., Santa Rosa, CA 95409",(707)538-2122,38.4653105,-122.6375931
069113511049,Avalon Elementary,Public,Val Verde Unified,Elementary,"1815 East Rider St., Perris, CA 92571",(951)490-0360,33.8306406,-117.1851791
062271002831,Avalon Gardens Elementary,Public,Los Angeles Unified,Elementary,"13940 South San Pedro St., Los Angeles, CA 90061",(310)532-8540,33.9052311,-118.2676342
062250007299,Avalon K-12,Public,Long Beach Unified,"Elementary,High","PO Box 557, Avalon, CA 90704",(310)510-0790,33.3428193,-118.3282279
060002909508,Avaxat Elementary,Public,Murrieta Valley Unified,Elementary,"24300 Rancho Las Brisas Dr., Murrieta, CA 92562",(951)696-1402,33.5850904,-117.189327
063227007334,Avenal Elementary,Public,Reef-Sunset Unified,Elementary,"500 South First Ave., Avenal, CA 93204",(559)386-5173,36.0037332,-120.1384286
063227007335,Avenal High,Public,Reef-Sunset Unified,High,"601 Mariposa St., Avenal, CA 93204",(559)386-5253,36.0090602,-120.1298983
064068002907,Avery Middle,Public,Vallecito Union,Middle,"PO Box 329, Avery, CA 95224",(209)795-8520,38.2272338,-120.3147208
060218112028,Aveson Global Leadership Academy,Public,Aveson Global Leadership Academy District,"Middle,High","1919 East Pinecrest Dr., Altadena, CA 91001",(626)797-1438,34.1920255,-118.1116023
060207411929,Aveson School of Leaders,Public,Aveson School of Leaders District,Elementary,"1919 East Pinecrest Dr., Altadena, CA 91001",(626)797-1440,34.1920255,-118.1116023
060750009747,Aviara Oaks Elementary,Public,Carlsbad Unified,Elementary,"6225 El Camino Real, Carlsbad, CA 92009",(760)331-6000,33.1228815,-117.2674897
060750008606,Aviara Oaks Middle,Public,Carlsbad Unified,Middle,"6225 El Camino Real, Carlsbad, CA 92009",(760)331-6100,33.1228815,-117.2674897
060142807146,Aviation Elementary,Public,Wiseburn Unified,Elementary,"5403 West 138th St., Hawthorne, CA 90250",(310)725-2151,33.906727,-118.3749001
060681000604,Avocado Elementary,Public,Cajon Valley Union,Elementary,"3845 Avocado School Rd., La Mesa, CA 91941",(619)588-3100,32.7506902,-116.9599579
062025002424,Avondale Elementary,Public,La Mesa-Spring Valley,Elementary,"4750 Date Ave., La Mesa, CA 91942",(619)668-5880,32.764884,-117.0224456
061455007285,Ayer Elementary,Public,Fresno Unified,Elementary,"5272 East Lowe Ave., Fresno, CA 93727",(559)253-6400,36.7304939,-119.7142565
062637003934,Ayers Elementary,Public,Mt. Diablo Unified,Elementary,"5120 Myrtle Dr., Concord, CA 94521",(925)682-7686,37.96485680000001,-121.9604444
061455001705,Aynesworth Elementary,Public,Fresno Unified,Elementary,"4765 East Burns Ave., Fresno, CA 93725",(559)253-6410,36.713153,-119.7377273
060360000268,Azusa High,Public,Azusa Unified,High,"PO Box 500, Azusa, CA 91702",(626)815-3400,34.1336186,-117.9075627
061336009815,B. Gale Wilson Middle,Public,Fairfield-Suisun Unified,"Elementary,Middle","3301 Cherry Hills Ct., Fairfield, CA 94534",(707)421-4225,38.2719818,-122.0811477
060147413927,B. Roberto Cruz Leadership Academy,Public,B. Roberto Cruz Leadership Academy District,High,"14281 Story Rd., San Jose, CA 95127",(408)471-4680,37.3593018,-121.8152675
062724004122,Back Bay High,Public,Newport-Mesa Unified,High,"2985 Bear St. Bldg. A, Costa Mesa, CA 92626",(949)515-6900,33.679661,-117.8953316
063753006340,Baden High (Continuation),Public,South San Francisco Unified,High,"825 Southwood Dr., South San Francisco, CA 94080",(650)877-8769,37.6496528,-122.4361737
062580009583,Badger Springs Middle,Public,Moreno Valley Unified,Middle,"24750 Delphinium Ave., Moreno Valley, CA 92553",(951)571-4200,33.9085779,-117.2331776
060819000799,Badillo Elementary,Public,Charter Oak Unified,Elementary,"1771 East Old Badillo Ave., Covina, CA 91724",(626)966-1753,34.0873682,-117.8543447
064256006966,Baechtel Grove Middle,Public,Willits Unified,Middle,"1277 Blosser Ln., Willits, CA 95490",(707)459-2417,39.3986877,-123.3584188
060714000650,Bagby Elementary,Public,Cambrian,Elementary,"1840 Harris Ave., San Jose, CA 95124",(408)377-3882,37.2775718,-121.9220664
063509005932,Bahia Vista Elementary,Public,San Rafael City Elementary,Elementary,"125 Bahia Way, San Rafael, CA 94901",(415)485-2415,37.9666203,-122.4978659
061455001706,Baird Middle,Public,Fresno Unified,"Elementary,Middle","5500 North Maroa Ave., Fresno, CA 93704",(559)451-4310,36.8179462,-119.7992508
063432005412,Baker Elementary,Public,San Diego Unified,Elementary,"4041 T St., San Diego, CA 92113",(619)344-4800,32.6983119,-117.1062869
060361000286,Baker Elementary,Public,Baker Valley Unified,Elementary,"PO Box 460, Baker, CA 92309",(760)733-4567,35.2675155,-116.0739073
062619003911,Baker Elementary,Public,Mountain View Elementary,Elementary,"12043 Exline St., El Monte, CA 91732",(626)652-4700,34.066275,-118.0157548
060361000287,Baker High,Public,Baker Valley Unified,High,"PO Box 460, Baker, CA 92309",(760)733-4567,35.2675155,-116.0739073
060361010304,Baker Junior High,Public,Baker Valley Unified,Middle,"PO Box 460, Baker, CA 92309",(760)733-4567,35.2675155,-116.0739073
061954002340,Bakersfield High,Public,Kern High,High,"1241 G St., Bakersfield, CA 93301",(661)324-9841,35.3700012,-119.0217157
063432005413,Balboa Elementary,Public,San Diego Unified,Elementary,"1844 South 40th St., San Diego, CA 92113",(619)362-4100,32.6868727,-117.108389
061524001919,Balboa Elementary,Public,Glendale Unified,Elementary,"1844 Bel Aire Dr., Glendale, CA 91201",(818)241-1801,34.1802119,-118.2862929
062271002833,Balboa Gifted/High Ability Magnet Elementary,Public,Los Angeles Unified,Elementary,"17020 Labrador St., Northridge, CA 91325",(818)349-4801,34.2489736,-118.5031154
063441005587,Balboa High,Public,San Francisco Unified,High,"1000 Cayuga Ave., San Francisco, CA 94112",(415)469-4090,37.7211287,-122.4414381
064098006746,Balboa Middle,Public,Ventura Unified,Middle,"247 Hill Rd., Ventura, CA 93003",(805)289-1800,34.2804923,-119.2945199
062781004204,Baldwin (Julia) Elementary,Public,Oak Grove Elementary,Elementary,"280 Martinvale Ln., San Jose, CA 95119",(408)226-3370,37.223864,-121.7831034
061632502036,Baldwin Academy,Public,Hacienda la Puente Unified,Elementary,"1616 Griffith Ave., La Puente, CA 91744",(626)933-3700,34.0487546,-117.9413698
062271002834,Baldwin Hills Elementary,Public,Los Angeles Unified,Elementary,"5421 Rodeo Rd., Los Angeles, CA 90016",(323)937-7223,34.0230428,-118.3647872
060423005028,Baldwin Lane Elementary,Public,Bear Valley Unified,Elementary,"PO Box 1868, Big Bear Lake, CA 92315",(909)585-7766,34.2428813,-116.9087014
060369000324,Baldwin Park High,Public,Baldwin Park Unified,High,"3900 North Puente Ave., Baldwin Park, CA 91706",(626)960-5431,34.0836905,-117.9493429
060297000224,Baldwin Stocker Elementary,Public,Arcadia Unified,Elementary,"422 West Lemon Ave., Arcadia, CA 91007",(626)821-8351,34.1179538,-118.0466369
063697009195,Baldy Mesa Elementary,Public,Snowline Joint Unified,Elementary,"PO Box 296000, Phelan, CA 92329",(760)949-1232,34.43,-117.57
060001609087,Baldy View Elementary,Public,Upland Unified,Elementary,"979 West 11th St., Upland, CA 91786",(909)982-2564,34.1037293,-117.6652275
060013111116,Baldy View ROP,Public,Baldy View ROP,High,"1501 South Bon View Ave., Ontario, CA 91761",(909)947-3400,34.0460642,-117.6366544
