NCES District ID,State District ID,District Name,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Students*,Teachers*,Schools,Locale Code*,Locale*,Student Teacher Ratio*,Type,Status
2600152,MI-51903,Casman Alternative Academy,Manistee County,225 9TH ST,MANISTEE,MI,49660,3109,(231)723-4981,63.00000,5.75000,1.00000,33,Town: Remote,10.96000000,Charter,Open
2608400,MI-79030,Cass City Public Schools,Tuscola County,4868 SEEGER ST,CASS CITY,MI,48726,9401,(989)872-2200,938.00000,54.23000,3.00000,43,Rural: Remote,17.30000000,Regular Local,Open
2608430,MI-14010,Cassopolis Public Schools,Cass County,22721 DIAMOND COVE ST,CASSOPOLIS,MI,49031,9711,(269)445-0503,866.00000,54.35000,4.00000,42,Rural: Distant,15.93000000,Regular Local,Open
2608520,MI-41070,Cedar Springs Public Schools,Kent County,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,49319,9326,(616)696-1204,3202.00000,185.08000,8.00000,31,Town: Fringe,17.30000000,Regular Local,Open
2601131,MI-50918,Center Line Preparatory Academy,Macomb County,8155 RITTER,CENTER LINE,MI,48015,1452,(586)690-4290,774.00000,46.89000,1.00000,21,Suburb: Large,16.51000000,Charter,Open
2608580,MI-50010,Center Line Public Schools,Macomb County,26400 Arsenal,Center Line,MI,48015,1600,(586)510-2000,2584.00000,163.02000,6.00000,21,Suburb: Large,15.85000000,Regular Local,Open
2600163,MI-81902,Central Academy,Washtenaw County,2459 SOUTH INDUSTRIAL HWY,ANN ARBOR,MI,48104,6129,(734)822-1100,530.00000,36.61000,1.00000,12,City: Midsize,14.48000000,Charter,Open
2608610,MI-05035,Central Lake Public Schools,Antrim County,8169 W State St,Central Lake,MI,49622,0128,(231)544-3141,247.00000,23.48000,1.00000,43,Rural: Remote,10.52000000,Regular Local,Open
2608640,MI-59125,Central Montcalm Public Schools,Montcalm County,PO Box 9,Stanton,MI,48888,0009,(989)831-2002,1374.00000,79.70000,3.00000,42,Rural: Distant,17.24000000,Regular Local,Open
2608670,MI-75030,Centreville Public Schools,St. Joseph County,PO Box 158,Centreville,MI,49032,0158,(269)467-5220,852.00000,51.47000,3.00000,42,Rural: Distant,16.55000000,Regular Local,Open
2600139,MI-82918,Cesar Chavez Academy,Wayne County,4100 MARTIN ST,DETROIT,MI,48210,2806,(313)551-0611,2225.00000,133.70000,4.00000,11,City: Large,16.64000000,Charter,Open
2600168,MI-82923,Chandler Park Academy,Wayne County,20100 KELLY RD,HARPER WOODS,MI,48225,1201,(248)905-5030,1976.00000,103.25000,3.00000,21,Suburb: Large,19.14000000,Charter,Open
2600209,MI-41920,Chandler Woods Charter Academy,Kent County,6895 SAMRICK AVE NE,BELMONT,MI,49306,8844,(616)866-6000,773.00000,34.91000,1.00000,21,Suburb: Large,22.14000000,Charter,Open
2608730,MI-15050,Charlevoix Public Schools,Charlevoix County,104 EAST SAINT MARYS DR,CHARLEVOIX,MI,49720,1749,(231)547-3200,806.00000,53.65000,2.00000,41,Rural: Fringe,15.02000000,Regular Local,Open
2680240,MI-15000,Charlevoix-Emmet ISD,Charlevoix County,8568 MERCER RD,CHARLEVOIX,MI,49720,1006,(231)547-9947,399.00000,32.00000,2.00000,33,Town: Remote,12.47000000,Specialized,Open
2608770,MI-23030,Charlotte Public Schools,Eaton County,378 STATE ST,CHARLOTTE,MI,48813,1704,(517)541-5100,2378.00000,138.29000,7.00000,31,Town: Fringe,17.20000000,Regular Local,Open
2601028,MI-72901,Charlton Heston Academy,Roscommon County,1350 N SAINT HELEN RD,SAINT HELEN,MI,48656,9521,(989)632-3390,767.00000,†,1.00000,43,Rural: Remote,‡,Charter,Open
2600100,MI-47902,Charyl Stockwell Academy,Livingston County,9758 EAST HIGHLAND RD,HOWELL,MI,48843,9098,(810)632-2200,1246.00000,74.89000,3.00000,21,Suburb: Large,16.64000000,Charter,Open
2608880,MI-31050,Chassell Township School District,Houghton County,PO Box 140,Chassell,MI,49916,0140,(906)483-2132,197.00000,16.34000,1.00000,41,Rural: Fringe,12.06000000,Regular Local,Open
2600151,MI-44901,Chatfield School,Lapeer County,231 LAKE DR,LAPEER,MI,48446,1661,(810)667-8970,483.00000,26.40000,1.00000,41,Rural: Fringe,18.30000000,Charter,Open
2680260,MI-16000,Cheb-Otsego-Presque Isle ESD,Cheboygan County,6065 LEARNING LN,INDIAN RIVER,MI,49749,9357,(231)238-9394,217.00000,28.85000,1.00000,43,Rural: Remote,7.52000000,Specialized,Open
2608910,MI-16015,Cheboygan Area Schools,Cheboygan County,PO Box 100,Cheboygan,MI,49721,0100,(231)627-4436,1505.00000,94.73000,5.00000,33,Town: Remote,15.89000000,Regular Local,Open
2608940,MI-81040,Chelsea School District,Washtenaw County,500 WASHINGTON ST,CHELSEA,MI,48118,1144,(734)433-2208,2300.00000,143.50000,4.00000,31,Town: Fringe,16.03000000,Regular Local,Open
2609150,MI-73110,Chesaning Union Schools,Saginaw County,850 NORTH 4TH ST,CHESANING,MI,48616,1056,(989)845-7020,1419.00000,86.90000,4.00000,42,Rural: Distant,16.33000000,Regular Local,Open
2609560,MI-54025,Chippewa Hills School District,Mecosta County,3226 ARTHUR RD,REMUS,MI,49340,9329,(989)967-2000,1814.00000,104.03000,6.00000,43,Rural: Remote,17.44000000,Regular Local,Open
2609570,MI-50080,Chippewa Valley Schools,Macomb County,19120 CASS AVE,CLINTON TOWNSHIP,MI,48038,2301,(586)723-2004,14703.00000,733.54000,20.00000,21,Suburb: Large,20.04000000,Regular Local,Open
2609630,MI-32040,Church School District,Huron County,2927 CROCKARD RD,BAD AXE,MI,48413,9098,(989)269-7772,12.00000,1.42000,1.00000,42,Rural: Distant,8.45000000,Regular Local,Open
2600947,MI-82996,Clara B. Ford Academy (SDA),Wayne County,20651 WEST WARREN ST,DEARBORN HEIGHTS,MI,48127,2622,(313)436-0020,44.00000,8.90000,1.00000,21,Suburb: Large,4.94000000,Charter,Open
2609750,MI-18010,Clare Public Schools,Clare County,201 EAST STATE ST,CLARE,MI,48617,1317,(989)386-9945,1605.00000,92.00000,4.00000,32,Town: Distant,17.45000000,Regular Local,Open
2680300,MI-18000,Clare-Gladwin Regional Education Service District,Clare County,4041 EAST MANNSIDING RD,CLARE,MI,48617,9753,(989)386-3851,349.00000,31.20000,1.00000,42,Rural: Distant,11.19000000,Specialized,Open
2609840,MI-63090,Clarenceville School District,Wayne County,20210 MIDDLEBELT RD,LIVONIA,MI,48152,2002,(248)919-0400,1773.00000,104.65000,4.00000,13,City: Small,16.94000000,Regular Local,Open
2609900,MI-63190,Clarkston Community School District,Oakland County,6389 CLARKSTON RD,CLARKSTON,MI,48346,1613,(248)623-5408,7626.00000,490.86000,14.00000,21,Suburb: Large,15.54000000,Regular Local,Open
2609930,MI-63270,Clawson Public Schools,Oakland County,626 Phillips Ave,Clawson,MI,48017,1589,(248)632-3341,1270.00000,88.40000,4.00000,21,Suburb: Large,14.37000000,Regular Local,Open
2610020,MI-39020,Climax-Scotts Community Schools,Kalamazoo County,372 SOUTH MAIN ST,CLIMAX,MI,49034,9773,(269)746-2400,543.00000,32.04000,3.00000,41,Rural: Fringe,16.95000000,Regular Local,Open
2610050,MI-46060,Clinton Community Schools,Lenawee County,340 E MICHIGAN AVE,CLINTON,MI,49236,9586,(517)456-6501,1257.00000,73.87000,5.00000,32,Town: Distant,17.02000000,Regular Local,Open
2680320,MI-19000,Clinton County RESA,Clinton County,1013 SOUTH US HIGHWAY 27 STE A,SAINT JOHNS,MI,48879,2423,(989)224-6831,268.00000,25.90000,1.00000,41,Rural: Fringe,10.35000000,Specialized,Open
2610080,MI-50070,Clintondale Community Schools,Macomb County,35100 LITTLE MACK AVE,CLINTON TOWNSHIP,MI,48035,2633,(586)791-6300,1823.00000,110.46000,6.00000,21,Suburb: Large,16.50000000,Regular Local,Open
2610110,MI-25150,Clio Area School District,Genesee County,1 MUSTANG DR,CLIO,MI,48420,2201,(810)591-7490,2626.00000,130.10000,7.00000,21,Suburb: Large,20.18000000,Regular Local,Open
2610140,MI-12010,Coldwater Community Schools,Branch County,401 SAUK RIVER DR,COLDWATER,MI,49036,7554,(517)279-5910,2756.00000,133.60000,5.00000,32,Town: Distant,20.63000000,Regular Local,Open
2600079,MI-33901,Cole Academy,Ingham County,1915 WEST MOUNT HOPE AVE,LANSING,MI,48910,2434,(517)372-0038,354.00000,20.00000,2.00000,41,Rural: Fringe,17.70000000,Charter,Open
2610200,MI-56030,Coleman Community Schools,Midland County,4823 NORTH COLEMAN SCHOOLS DR,COLEMAN,MI,48618,8551,(989)465-1891,609.00000,38.33000,2.00000,42,Rural: Distant,15.89000000,Regular Local,Open
2610230,MI-32260,Colfax Township S/D #1F,Huron County,1509 NORTH VAN DYKE RD,BAD AXE,MI,48413,9109,(989)269-8853,12.00000,1.08000,1.00000,41,Rural: Fringe,11.11000000,Regular Local,Open
2610380,MI-11330,Coloma Community Schools,Berrien County,PO Box 550,Coloma,MI,49038,0550,(269)468-2424,1161.00000,66.09000,4.00000,31,Town: Fringe,17.57000000,Regular Local,Open
2610410,MI-75040,Colon Community School District,St. Joseph County,400 DALLAS ST,COLON,MI,49040,9318,(269)432-3231,533.00000,35.40000,3.00000,42,Rural: Distant,15.06000000,Regular Local,Open
2606990,MI-38040,Columbia School District,Jackson County,11775 HEWITT RD,BROOKLYN,MI,49230,8961,(517)592-6641,1485.00000,85.90000,4.00000,31,Town: Fringe,17.29000000,Regular Local,Open
2600140,MI-82919,Commonwealth Community Development Academy,Wayne County,13477 EUREKA ST,DETROIT,MI,48212,1754,(313)366-9470,159.00000,10.50000,1.00000,11,City: Large,15.14000000,Charter,Open
2610620,MI-41080,Comstock Park Public Schools,Kent County,101 SCHOOL ST NE,COMSTOCK PARK,MI,49321,9114,(616)254-5002,1776.00000,124.49000,5.00000,21,Suburb: Large,14.27000000,Regular Local,Open
2610590,MI-39030,Comstock Public Schools,Kalamazoo County,3010 GULL RD,KALAMAZOO,MI,49048,1226,(269)250-8900,1794.00000,110.53000,5.00000,22,Suburb: Midsize,16.23000000,Regular Local,Open
2600069,MI-15901,Concord Academy - Boyne,Charlevoix County,401 EAST DIETZ RD,BOYNE CITY,MI,49712,9653,(231)582-0194,89.00000,10.92000,1.00000,41,Rural: Fringe,8.15000000,Charter,Open
2600074,MI-24901,Concord Academy - Petoskey,Emmet County,2468 ATKINS RD,PETOSKEY,MI,49770,9003,(231)439-6800,151.00000,13.65000,1.00000,41,Rural: Fringe,11.06000000,Charter,Open
2610650,MI-38080,Concord Community Schools,Jackson County,PO Box 338,Concord,MI,49237,0338,(517)524-8850,629.00000,41.65000,3.00000,41,Rural: Fringe,15.10000000,Regular Local,Open
2610750,MI-75050,Constantine Public School District,St. Joseph County,1 FALCON DR,CONSTANTINE,MI,49042,1177,(269)435-8900,1310.00000,75.20000,5.00000,31,Town: Fringe,17.42000000,Regular Local,Open
2610830,MI-70120,Coopersville Area Public School District,Ottawa County,198 EAST ST,COOPERSVILLE,MI,49404,1211,(616)997-3200,2554.00000,149.75000,6.00000,41,Rural: Fringe,17.06000000,Regular Local,Open
2680505,MI-31000,Copper Country ISD,Houghton County,809 HECLA ST,HANCOCK,MI,49930,1212,(906)482-4250,219.00000,30.17000,2.00000,33,Town: Remote,7.26000000,Specialized,Open
2601137,MI-31900,Copper Island Academy,Houghton County,52125 Industrial Dr N,Calumet,MI,49913,,(906)337-0443,324.00000,24.00000,1.00000,42,Rural: Distant,13.50000000,Charter,Open
2601101,MI-82760,Cornerstone Jefferson-Douglass Academy,Wayne County,6861 E NEVADA ST,DETROIT,MI,48234,2968,(734)812-8583,530.00000,11.00000,1.00000,11,City: Large,48.18000000,Charter,Open
2610860,MI-78100,Corunna Public Schools,Shiawassee County,124 NORTH SHIAWASSEE ST,CORUNNA,MI,48817,1436,(989)743-6338,1642.00000,104.05000,3.00000,32,Town: Distant,15.78000000,Regular Local,Open
2600142,MI-11901,Countryside Academy,Berrien County,4800 MEADOWBROOK RD,BENTON HARBOR,MI,49022,9629,(269)944-3319,758.00000,42.74000,2.00000,41,Rural: Fringe,17.74000000,Charter,Open
2601066,MI-41900,Covenant High School Grand Rapids,Kent County,50 ANTOINE ST SW,GRAND RAPIDS,MI,49507,1002,(616)364-2000,223.00000,12.40000,1.00000,12,City: Midsize,17.98000000,Charter,Open
2600322,MI-82991,Covenant Schools Detroit,Wayne County,1450 25TH ST,DETROIT,MI,48216,1404,(313)558-9271,565.00000,24.32000,4.00000,11,City: Large,23.23000000,Charter,Open
2610980,MI-80040,Covert Public Schools,Van Buren County,35323 M 140 HWY,COVERT,MI,49043,8784,(269)764-3704,308.00000,21.36000,3.00000,42,Rural: Distant,14.42000000,Regular Local,Open
2611030,MI-20015,Crawford AuSable Schools,Crawford County,1135 NORTH OLD 27,GRAYLING,MI,49738,9777,(989)344-3500,1647.00000,100.61000,4.00000,33,Town: Remote,16.37000000,Regular Local,Open
2600270,MI-82969,Creative Montessori Academy,Wayne County,12701 MCCANN ST,SOUTHGATE,MI,48195,2794,(734)284-5600,796.00000,38.70000,1.00000,21,Suburb: Large,20.57000000,Charter,Open
2600207,MI-41918,Creative Technologies Academy,Kent County,350 PINE ST,CEDAR SPRINGS,MI,49319,8680,(616)696-4905,323.00000,22.49000,1.00000,31,Town: Fringe,14.36000000,Charter,Open
2600295,MI-63921,Crescent Academy,Oakland County,17570 WEST 12 MILE RD,SOUTHFIELD,MI,48076,1905,(248)423-4581,709.00000,50.00000,3.00000,13,City: Small,14.18000000,Charter,Open
2600016,MI-82230,Crestwood School District,Wayne County,27235 JOY RD,DEARBORN HTS,MI,48127,1022,(313)278-0903,3767.00000,235.06000,6.00000,21,Suburb: Large,16.03000000,Regular Local,Open
2600150,MI-41916,Cross Creek Charter Academy,Kent County,7701 KALAMAZOO AVE SE,BYRON CENTER,MI,49315,9320,(616)656-4000,780.00000,38.39000,1.00000,21,Suburb: Large,20.32000000,Charter,Open
2600186,MI-54901,Crossroads Charter Academy,Mecosta County,215 NORTH STATE ST,BIG RAPIDS,MI,49307,1444,(231)796-9041,310.00000,28.80000,2.00000,32,Town: Distant,10.76000000,Charter,Open
2611140,MI-76080,Croswell-Lexington Community Schools,Sanilac County,5407 PECK RD,CROSWELL,MI,48422,8317,(810)679-1000,1868.00000,105.75000,5.00000,41,Rural: Fringe,17.66000000,Regular Local,Open
2600088,MI-38901,Da Vinci Schools,Jackson County,2985 SPRINGPORT RD,JACKSON,MI,49202,,(517)796-0031,489.00000,27.80000,2.00000,23,Suburb: Small,17.59000000,Charter,Open
2611400,MI-33040,Dansville Schools,Ingham County,PO BOX 187,DANSVILLE,MI,48819,0187,(517)623-6120,748.00000,43.20000,3.00000,42,Rural: Distant,17.31000000,Regular Local,Open
2600234,MI-82947,David Ellis Academy,Wayne County,18977 SCHAEFER HWY,DETROIT,MI,48235,1762,(313)450-0642,200.00000,9.50000,2.00000,11,City: Large,21.05000000,Charter,Open
2600333,MI-82994,David Ellis Academy West,Wayne County,19800 BEECH DALY RD,REDFORD,MI,48240,1348,(313)450-0642,663.00000,34.50000,1.00000,21,Suburb: Large,19.22000000,Charter,Open
2611430,MI-25140,Davison Community Schools,Genesee County,PO Box 319,Davison,MI,48423,0319,(810)591-0801,5582.00000,348.30000,9.00000,21,Suburb: Large,16.03000000,Regular Local,Open
2611600,MI-82030,Dearborn City School District,Wayne County,18700 AUDETTE ST,DEARBORN,MI,48124,4222,(313)827-3022,20128.00000,1269.64000,37.00000,12,City: Midsize,15.85000000,Regular Local,Open
2611610,MI-82040,Dearborn Heights School District #7,Wayne County,20629 ANNAPOLIS ST,DEARBORN HEIGHTS,MI,48125,2904,(313)203-3180,2539.00000,171.70000,6.00000,21,Suburb: Large,14.79000000,Regular Local,Open
2611670,MI-80050,Decatur Public Schools,Van Buren County,110 CEDAR ST,DECATUR,MI,49045,8848,(269)423-6800,785.00000,44.50000,2.00000,42,Rural: Distant,17.64000000,Regular Local,Open
2611700,MI-76090,Deckerville Community School District,Sanilac County,2633 BLACK RIVER ST,DECKERVILLE,MI,48427,9437,(810)376-3615,545.00000,38.28000,2.00000,42,Rural: Distant,14.24000000,Regular Local,Open
2680340,MI-21000,Delta-Schoolcraft ISD,Delta County,2525 3RD AVE S,ESCANABA,MI,49829,1258,(906)786-9300,276.00000,31.60000,2.00000,33,Town: Remote,8.73000000,Specialized,Open
2611910,MI-08010,Delton Kellogg Schools,Barry County,327 NORTH GROVE ST,DELTON,MI,49046,9771,(269)623-1505,1083.00000,65.81000,4.00000,42,Rural: Distant,16.46000000,Regular Local,Open
2611970,MI-17050,DeTour Area Schools,Chippewa County,PO Box 429,DeTour Village,MI,49725,0429,(906)297-2011,93.00000,9.72000,2.00000,43,Rural: Remote,9.57000000,Regular Local,Open
2600980,MI-17903,DeTour Arts and Technology Academy,Chippewa County,202 DIVISION ST,DE TOUR VILLAGE,MI,49725,5006,(906)297-2011,67.00000,8.63000,1.00000,43,Rural: Remote,7.76000000,Charter,Open
2600174,MI-82929,Detroit Academy of Arts and Sciences,Wayne County,2985 EAST JEFFERSON AVE,DETROIT,MI,48207,4288,(313)259-1744,1013.00000,25.00000,2.00000,11,City: Large,40.52000000,Charter,Open
2601048,MI-82700,Detroit Achievement Academy,Wayne County,7000 Outer Drive,Detroit,MI,48235,,(313)468-9518,672.00000,38.00000,2.00000,11,City: Large,17.68000000,Charter,Open
2600170,MI-82925,Detroit Community Schools,Wayne County,12675 BURT RD,DETROIT,MI,48223,3314,(313)537-3570,568.00000,30.75000,2.00000,11,City: Large,18.47000000,Charter,Open
2600232,MI-82945,Detroit Edison Public School Academy,Wayne County,1903 WILKINS ST,DETROIT,MI,48207,2112,(313)833-1100,1237.00000,42.60000,2.00000,11,City: Large,29.04000000,Charter,Open
2600302,MI-82979,Detroit Enterprise Academy,Wayne County,11224 KERCHEVAL ST,DETROIT,MI,48214,3323,(313)823-5799,746.00000,41.21000,1.00000,11,City: Large,18.10000000,Charter,Open
2601003,MI-82739,Detroit Innovation Academy,Wayne County,18211 PLYMOUTH RD,DETROIT,MI,48228,1142,(313)736-5537,379.00000,22.10000,1.00000,11,City: Large,17.15000000,Charter,Open
2600974,MI-82722,Detroit Leadership Academy,Wayne County,13600 VIRGIL ST,DETROIT,MI,48223,3051,(313)977-9178,742.00000,35.50000,2.00000,11,City: Large,20.90000000,Charter,Open
2600278,MI-82974,Detroit Merit Charter Academy,Wayne County,1091 ALTER RD,DETROIT,MI,48215,2861,(313)331-3328,703.00000,39.01000,1.00000,11,City: Large,18.02000000,Charter,Open
2600307,MI-82985,Detroit Premier Academy,Wayne County,7781 Asbury Park,Detroit,MI,48228,3685,(313)945-1472,715.00000,40.00000,1.00000,11,City: Large,17.88000000,Charter,Open
2601062,MI-82704,Detroit Public Safety Academy,Wayne County,1250 ROSA PARKS BLVD,DETROIT,MI,48216,1950,(313)965-6916,159.00000,7.60000,1.00000,11,City: Large,20.92000000,Charter,Open
2601103,MI-82015,Detroit Public Schools Community District,Wayne County,3011 W GRAND BLVD,DETROIT,MI,48202,3085,(313)873-7922,48548.00000,3019.36000,106.00000,11,City: Large,16.08000000,Regular Local,Open
2600239,MI-82953,Detroit Service Learning Academy,Wayne County,21605 WEST 7 MILE RD,DETROIT,MI,48219,1810,(734)604-7696,1408.00000,26.08000,3.00000,11,City: Large,53.99000000,Charter,Open
2611550,MI-19010,DeWitt Public Schools,Clinton County,PO Box 800,DeWitt,MI,48820,0800,(517)668-3000,3108.00000,169.09000,5.00000,21,Suburb: Large,18.38000000,Regular Local,Open
2612030,MI-81050,Dexter Community School District,Washtenaw County,2704 BAKER RD,DEXTER,MI,48130,1535,(734)424-4100,3386.00000,245.12000,7.00000,21,Suburb: Large,13.81000000,Regular Local,Open
2680360,MI-22000,Dickinson-Iron ISD,Dickinson County,1074 PYLE DR,KINGSFORD,MI,49802,4451,(906)779-2690,329.00000,27.59000,2.00000,33,Town: Remote,11.92000000,Specialized,Open
2601115,MI-82763,Discovery Creative Pathways,Wayne County,19360 Harper Avenue,Harper Woods,MI,48225,,(616)916-7509,841.00000,25.00000,2.00000,21,Suburb: Large,33.64000000,Charter,Open
2626940,MI-31100,Dollar Bay-Tamarack City Area Schools,Houghton County,PO Box 371 48475 Maple Drive,Dollar Bay,MI,49922,0371,(906)482-5800,306.00000,20.90000,1.00000,33,Town: Remote,14.64000000,Regular Local,Open
2600175,MI-82930,Dove Academy of Detroit,Wayne County,20001 WEXFORD ST,DETROIT,MI,48234,1807,(313)366-9110,477.00000,29.01000,1.00000,11,City: Large,16.44000000,Charter,Open
2612150,MI-14020,Dowagiac Union School District,Cass County,243 S FRONT ST,DOWAGIAC,MI,49047,1738,(269)782-4402,1900.00000,112.15000,7.00000,31,Town: Fringe,16.94000000,Regular Local,Open
2600215,MI-63910,Dr. Joseph F. Pollack Academic Center of Excellence,Oakland County,23777 SOUTHFIELD RD,SOUTHFIELD,MI,48075,3458,(248)569-1060,561.00000,47.50000,1.00000,13,City: Small,11.81000000,Charter,Open
2612240,MI-44050,Dryden Community Schools,Lapeer County,3866 ROCHESTER RD,DRYDEN,MI,48428,9721,(810)448-4092,470.00000,34.67000,2.00000,42,Rural: Distant,13.56000000,Regular Local,Open
2612300,MI-58050,Dundee Community Schools,Monroe County,420 YPSILANTI ST,DUNDEE,MI,48131,1152,(734)529-2350,1795.00000,89.97000,4.00000,31,Town: Fringe,19.95000000,Regular Local,Open
2612330,MI-78030,Durand Area Schools,Shiawassee County,310 NORTH SAGINAW ST,DURAND,MI,48429,1237,(989)288-2681,1242.00000,73.78000,4.00000,41,Rural: Fringe,16.83000000,Regular Local,Open
2600159,MI-70906,Eagle Crest Charter Academy,Ottawa County,11950 RILEY ST,HOLLAND,MI,49424,8553,(616)786-2400,649.00000,42.03000,1.00000,23,Suburb: Small,15.44000000,Charter,Open
2601083,MI-25916,Eagle's Nest Academy,Genesee County,5005 CLOVERLAWN DR,FLINT,MI,48504,2084,(810)787-9019,158.00000,3.00000,1.00000,13,City: Small,52.67000000,Charter,Open
2600996,MI-81910,East Arbor Charter Academy,Washtenaw County,6885 Merritt Road,Ypsilanti,MI,48197,,(734)484-5506,483.00000,29.01000,1.00000,41,Rural: Fringe,16.65000000,Charter,Open
2612420,MI-74050,East China School District,St. Clair County,1585 MEISNER RD,EAST CHINA,MI,48054,4143,(810)676-1018,3688.00000,211.89000,9.00000,23,Suburb: Small,17.41000000,Regular Local,Open
2612480,MI-41090,East Grand Rapids Public Schools,Kent County,2915 HALL ST SE,GRAND RAPIDS,MI,49506,3111,(616)235-3535,2946.00000,160.00000,5.00000,21,Suburb: Large,18.41000000,Regular Local,Open
2612540,MI-38090,East Jackson Community Schools,Jackson County,1404 NORTH SUTTON RD,JACKSON,MI,49202,2822,(517)764-2090,778.00000,47.83000,3.00000,23,Suburb: Small,16.27000000,Regular Local,Open
2612560,MI-15060,East Jordan Public Schools,Charlevoix County,PO Box 399,East Jordan,MI,49727,0399,(231)536-3131,743.00000,55.48000,3.00000,42,Rural: Distant,13.39000000,Regular Local,Open
2612600,MI-33010,East Lansing School District,Ingham County,501 BURCHAM DR,EAST LANSING,MI,48823,2798,(517)333-7424,3788.00000,213.72000,8.00000,13,City: Small,17.72000000,Regular Local,Open
2601090,MI-74900,East Shore Leadership Academy,St. Clair County,1403 7TH ST,PORT HURON,MI,48060,5903,(810)247-0687,183.00000,11.80000,1.00000,23,Suburb: Small,15.51000000,Charter,Open
2680280,MI-17000,Eastern Upper Peninsula ISD,Chippewa County,315 ARMORY PLACE,SAULT STE. MARIE,MI,49783,2005,(906)632-3373,258.00000,14.45000,2.00000,42,Rural: Distant,17.85000000,Specialized,Open
2612660,MI-34340,Easton Township S/D #6,Ionia County,1779 HAYNOR RD,IONIA,MI,48846,8681,(616)527-4900,9.00000,1.00000,1.00000,41,Rural: Fringe,9.00000000,Regular Local,Open
2612450,MI-50020,Eastpointe Community Schools,Macomb County,24685 KELLY RD,EASTPOINTE,MI,48021,1399,(586)533-3023,2261.00000,145.98000,8.00000,21,Suburb: Large,15.49000000,Regular Local,Open
2600136,MI-82915,Eaton Academy,Macomb County,21450 UNIVERSAL AVE,EASTPOINTE,MI,48021,2969,(586)777-1519,332.00000,19.00000,1.00000,21,Suburb: Large,17.47000000,Charter,Open
2612690,MI-23050,Eaton Rapids Public Schools,Eaton County,912 GREYHOUND DR,EATON RAPIDS,MI,48827,2620,(517)663-8155,1981.00000,129.97000,6.00000,31,Town: Fringe,15.24000000,Regular Local,Open
2680380,MI-23000,Eaton RESA,Eaton County,1790 PACKARD HWY,CHARLOTTE,MI,48813,9717,(517)541-8720,282.00000,28.90000,2.00000,31,Town: Fringe,9.76000000,Specialized,Open
2612810,MI-11250,Eau Claire Public Schools,Berrien County,6190 West Main Street,Eau Claire,MI,49111,9327,(269)461-6947,654.00000,35.97000,4.00000,41,Rural: Fringe,18.18000000,Regular Local,Open
2612930,MI-82250,Ecorse Public Schools,Wayne County,27225 W OUTER DR,ECORSE,MI,48229,1217,(313)294-4750,1119.00000,59.00000,6.00000,21,Suburb: Large,18.97000000,Regular Local,Open
2612990,MI-14030,Edwardsburg Public Schools,Cass County,69410 SECTION ST,EDWARDSBURG,MI,49112,9668,(269)663-1053,2642.00000,134.12000,6.00000,21,Suburb: Large,19.70000000,Regular Local,Open
2613050,MI-05060,Elk Rapids Schools,Antrim County,308 MEGUZEE PT,ELK RAPIDS,MI,49629,9597,(231)264-8692,1231.00000,68.27000,5.00000,42,Rural: Distant,18.03000000,Regular Local,Open
2613090,MI-32050,Elkton-Pigeon-Bay Port Laker Schools,Huron County,6136 PIGEON RD,PIGEON,MI,48755,9585,(989)453-4600,936.00000,58.87000,3.00000,43,Rural: Remote,15.90000000,Regular Local,Open
2613110,MI-05065,Ellsworth Community School,Antrim County,9467 PARK ST,ELLSWORTH,MI,49729,9679,(231)588-2544,238.00000,17.62000,1.00000,42,Rural: Distant,13.51000000,Regular Local,Open
2613140,MI-31070,Elm River Township School District,Houghton County,3999 WINONA RD,TOIVOLA,MI,49965,9333,(906)288-3751,5.00000,1.00000,1.00000,43,Rural: Remote,5.00000000,Regular Local,Open
2600192,MI-13902,Endeavor Charter Academy,Calhoun County,380 HELMER RD N,SPRINGFIELD,MI,49037,7776,(269)962-9300,679.00000,37.01000,1.00000,23,Suburb: Small,18.35000000,Charter,Open
2615600,MI-49055,Engadine Consolidated Schools,Mackinac County,W13920 MELVILLE ST,ENGADINE,MI,49827,9501,(906)477-6313,338.00000,22.29000,2.00000,43,Rural: Remote,15.16000000,Regular Local,Open
2613500,MI-21010,Escanaba Area Public Schools,Delta County,1500 LUDINGTON ST,ESCANABA,MI,49829,2839,(906)786-5411,2129.00000,119.52000,5.00000,33,Town: Remote,17.81000000,Regular Local,Open
2601032,MI-82744,Escuela Avancemos,Wayne County,2635 HOWARD ST,DETROIT,MI,48216,2058,(313)596-0079,393.00000,18.50000,1.00000,11,City: Large,21.24000000,Charter,Open
2613530,MI-09050,Essexville-Hampton Public Schools,Bay County,303 PINE ST,ESSEXVILLE,MI,48732,1584,(989)894-9700,1500.00000,102.11000,4.00000,23,Suburb: Small,14.69000000,Regular Local,Open
2613560,MI-67020,Evart Public Schools,Osceola County,321 N HEMLOCK ST,Evart,MI,49631,9588,(231)734-5594,896.00000,60.54000,3.00000,43,Rural: Remote,14.80000000,Regular Local,Open
2600014,MI-66045,Ewen-Trout Creek Consolidated School District,Ontonagon County,14312 AIRPORT RD,EWEN,MI,49925,,(906)813-0620,159.00000,12.10000,1.00000,43,Rural: Remote,13.14000000,Regular Local,Open
