NCES District ID,State District ID,District Name,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Students*,Teachers*,Schools,Locale Code*,Locale*,Student Teacher Ratio*,Type,Status
5304260,WA-31306,Lakewood School District,Snohomish County,PO BOX 220,NORTH LAKEWOOD,WA,98259,0220,(360)652-4500,2627.00000,139.86000,5.00000,22,Suburb: Midsize,18.78000000,Regular Local,Open
5304290,WA-38264,Lamont School District,Whitman County,602 MAIN ST,LAMONT,WA,99017,8769,(509)257-2463,28.00000,4.00000,1.00000,43,Rural: Remote,7.00000000,Regular Local,Open
5304380,WA-32362,Liberty School District,Spokane County,29818 S NORTH PINE CREEK RD,SPANGLE,WA,99031,9797,(509)624-4415,593.00000,34.66000,2.00000,42,Rural: Distant,17.11000000,Regular Local,Open
5304410,WA-01158,Lind School District,Adams County,PO BOX 340,Lind,WA,99341,0340,(509)677-3481,219.00000,18.36000,3.00000,43,Rural: Remote,11.93000000,Regular Local,Open
5304470,WA-08122,Longview School District,Cowlitz County,2715 LILAC ST,LONGVIEW,WA,98632,3596,(360)575-7000,6311.00000,380.92000,17.00000,13,City: Small,16.57000000,Regular Local,Open
5304500,WA-33183,Loon Lake School District,Stevens County,4001 MAPLE ST,LOON LAKE,WA,99148,9761,(509)233-2212,221.00000,12.10000,2.00000,42,Rural: Distant,18.26000000,Regular Local,Open
5304530,WA-28144,Lopez School District,San Juan County,86 SCHOOL RD,LOPEZ ISLAND,WA,98261,8000,(360)468-2202,228.00000,13.50000,3.00000,42,Rural: Distant,16.89000000,Regular Local,Open
5300350,WA-32903,Lumen Public School,Spokane County,718 W Riverside,Spokane,WA,99201,,(509)570-3921,36.00000,4.70000,1.00000,12,City: Midsize,7.66000000,Charter,Open
5304590,WA-20406,Lyle School District,Klickitat County,PO BOX 368,LYLE,WA,98635,0009,(509)365-2191,212.00000,16.21000,3.00000,42,Rural: Distant,13.08000000,Regular Local,Open
5304620,WA-37504,Lynden School District,Island County,516 MAIN ST,LYNDEN,WA,98264,9514,(360)354-4443,3542.00000,189.20000,8.00000,31,Town: Fringe,18.72000000,Regular Local,Open
5304650,WA-39120,Mabton School District,Yakima County,PO BOX 37,MABTON,WA,98935,0037,(509)894-4852,771.00000,50.78000,3.00000,41,Rural: Fringe,15.18000000,Regular Local,Open
5304710,WA-09207,Mansfield School District,Douglas County,PO BOX 188,MANSFIELD,WA,98830,0188,(509)683-1012,103.00000,11.00000,1.00000,43,Rural: Remote,9.36000000,Regular Local,Open
5304740,WA-04019,Manson School District,Chelan County,PO BOX A,MANSON,WA,98831,9668,(509)687-3140,615.00000,43.23000,4.00000,32,Town: Distant,14.23000000,Regular Local,Open
5304800,WA-23311,Mary M Knight School District,Mason County,2987 W MATLOCK BRADY RD,ELMA,WA,98541,9713,(360)426-6767,1045.00000,52.50000,2.00000,13,City: Small,19.90000000,Regular Local,Open
5304830,WA-33207,Mary Walker School District,Stevens County,500 N 4TH,SPRINGDALE,WA,99173,0159,(509)258-4534,531.00000,28.55000,4.00000,42,Rural: Distant,18.60000000,Regular Local,Open
5304860,WA-31025,Marysville School District,Snohomish County,4220 80TH ST NE,MARYSVILLE,WA,98270,3498,(360)965-0000,10196.00000,553.88000,24.00000,22,Suburb: Midsize,18.41000000,Regular Local,Open
5304890,WA-14065,McCleary School District,Grays Harbor County,611 S MAIN ST,MCCLEARY,WA,98557,9524,(360)495-3204,332.00000,22.10000,1.00000,42,Rural: Distant,15.02000000,Regular Local,Open
5304920,WA-32354,Mead School District,Spokane County,2323 E Farwell Rd,MEAD,WA,99021,9690,(509)465-6000,10320.00000,568.04000,17.00000,21,Suburb: Large,18.17000000,Regular Local,Open
5304950,WA-32326,Medical Lake School District,Spokane County,PO BOX 128,MEDICAL LAKE,WA,99022,0128,(509)565-3100,1897.00000,113.82000,4.00000,31,Town: Fringe,16.67000000,Regular Local,Open
5304980,WA-17400,Mercer Island School District,King County,4160 86TH AVE SE,MERCER ISLAND,WA,98040,4196,(206)236-3300,4057.00000,215.28000,6.00000,21,Suburb: Large,18.85000000,Regular Local,Open
5305010,WA-37505,Meridian School District,Whatcom County,214 W LAUREL RD,BELLINGHAM,WA,98226,9623,(360)398-7111,1816.00000,103.15000,6.00000,41,Rural: Fringe,17.61000000,Regular Local,Open
5305020,WA-24350,Methow Valley School District,Okanogan County,18 TWIN LAKES RD,WINTHROP,WA,98862,9713,(509)996-9205,756.00000,54.05000,4.00000,43,Rural: Remote,13.99000000,Regular Local,Open
5305040,WA-30031,Mill A School District,Skamania County,1142 JESSUP RD,COOK,WA,98605,9120,(509)538-2522,67.00000,9.40000,2.00000,42,Rural: Distant,7.13000000,Regular Local,Open
5305130,WA-31103,Monroe School District,Snohomish County,14692 179th Ave SE,Monroe,WA,98272,,(360)804-2500,5734.00000,304.46000,12.00000,21,Suburb: Large,18.83000000,Regular Local,Open
5305160,WA-14066,Montesano School District,Grays Harbor County,502 E. Spruce Ave,MONTESANO,WA,98563,,(360)249-3942,1430.00000,82.87000,3.00000,32,Town: Distant,17.26000000,Regular Local,Open
5305190,WA-21214,Morton School District,Lewis County,PO BOX 1219,MORTON,WA,98356,0048,(360)496-5300,459.00000,28.22000,2.00000,43,Rural: Remote,16.27000000,Regular Local,Open
5305220,WA-13161,Moses Lake School District,Grant County,1620 S Pioneer Way,MOSES LAKE,WA,98837,,(509)766-2650,8686.00000,476.87000,20.00000,33,Town: Remote,18.21000000,Regular Local,Open
5305250,WA-21206,Mossyrock School District,Lewis County,PO BOX 478,MOSSYROCK,WA,98564,0478,(360)983-3183,590.00000,33.68000,3.00000,43,Rural: Remote,17.52000000,Regular Local,Open
5305280,WA-39209,Mount Adams School District,Yakima County,PO BOX 578,WHITE SWAN,WA,98952,0578,(509)874-2611,889.00000,61.06000,3.00000,42,Rural: Distant,14.56000000,Regular Local,Open
5305310,WA-37507,Mount Baker School District,Whatcom County,PO BOX 95,DEMING,WA,98244,0095,(360)383-2000,1692.00000,108.29000,7.00000,42,Rural: Distant,15.62000000,Regular Local,Open
5305340,WA-30029,Mount Pleasant School District,Skamania County,152 MARBLE RD,WASHOUGAL,WA,98671,7913,(360)835-3371,68.00000,5.01000,1.00000,41,Rural: Fringe,13.57000000,Regular Local,Open
5305400,WA-29320,Mount Vernon School District,Skagit County,124 E LAWRENCE ST,MOUNT VERNON,WA,98273,2999,(360)428-6110,6545.00000,415.79000,14.00000,13,City: Small,15.74000000,Regular Local,Open
5305430,WA-31006,Mukilteo School District,Snohomish County,9401 SHARON DR,EVERETT,WA,98204,2699,(425)356-1274,15131.00000,910.67000,24.00000,21,Suburb: Large,16.62000000,Regular Local,Open
5305460,WA-39003,Naches Valley School District,Yakima County,PO BOX 99,NACHES,WA,98937,9744,(509)653-2220,1294.00000,82.64000,4.00000,41,Rural: Fringe,15.66000000,Regular Local,Open
5305490,WA-21014,Napavine School District,Lewis County,PO BOX 840,Napavine,WA,98565,0840,(360)262-3303,814.00000,47.87000,2.00000,41,Rural: Fringe,17.00000000,Regular Local,Open
5305520,WA-25155,Naselle-Grays River Valley School District,Pacific County,793 STATE ROUTE 4,NASELLE,WA,98638,8541,(360)484-7121,316.00000,21.16000,2.00000,43,Rural: Remote,14.93000000,Regular Local,Open
5305550,WA-24014,Nespelem School District,Okanogan County,PO BOX 291,NESPELEM,WA,99155,0291,(509)634-4541,131.00000,12.01000,2.00000,43,Rural: Remote,10.91000000,Regular Local,Open
5305610,WA-26056,Newport School District,Pend Oreille County,PO BOX 70,NEWPORT,WA,99156,0070,(509)447-3167,1091.00000,71.57000,5.00000,32,Town: Distant,15.24000000,Regular Local,Open
5305640,WA-32325,Nine Mile Falls School District,Spokane County,10110 W CHARLES RD,NINE MILE FALLS,WA,99026,8623,(509)340-4300,1435.00000,88.05000,6.00000,31,Town: Fringe,16.30000000,Regular Local,Open
5305670,WA-37506,Nooksack Valley School District,Whatcom County,PO BOX 4307,EVERSON,WA,98247,9232,(360)988-4754,1912.00000,127.23000,7.00000,41,Rural: Fringe,15.03000000,Regular Local,Open
5305700,WA-14064,North Beach School District No. 64,Grays Harbor County,PO BOX 159,OCEAN SHORES,WA,98569,9563,(360)289-2447,689.00000,46.83000,4.00000,41,Rural: Fringe,14.71000000,Regular Local,Open
5300004,WA-04801,North Central Educational Service District 171,Chelan County,PO BOX 98807,WENATCHEE,WA,98801,3050,(509)665-2610,†,0.00000,0.00000,13,City: Small,†,Regional (RESA),Open
5305730,WA-11051,North Franklin School District,Franklin County,PO BOX 829,CONNELL,WA,99326,0829,(509)234-2021,2037.00000,132.73000,9.00000,41,Rural: Fringe,15.35000000,Regular Local,Open
5305760,WA-18400,North Kitsap School District,Kitsap County,18360 Caldart Ave NE,Poulsbo,WA,98370,,(360)396-3000,5418.00000,315.55000,14.00000,22,Suburb: Midsize,17.17000000,Regular Local,Open
5305790,WA-23403,North Mason School District,Mason County,250 East Campus Drive,Belfair,WA,98528,,(360)277-2300,2309.00000,142.63000,7.00000,41,Rural: Fringe,16.19000000,Regular Local,Open
5305820,WA-25200,North River School District,Pacific County,2867 N RIVER RD,COSMOPOLIS,WA,98537,9743,(360)532-3079,75.00000,8.45000,1.00000,43,Rural: Remote,8.88000000,Regular Local,Open
5305850,WA-34003,North Thurston Public Schools,Thurston County,305 COLLEGE ST NE,LACEY,WA,98516,5390,(360)412-4400,15119.00000,867.36000,24.00000,13,City: Small,17.43000000,Regular Local,Open
5305880,WA-33211,Northport School District,Stevens County,404 10TH ST,NORTHPORT,WA,99157,1280,(509)732-4441,283.00000,20.08000,3.00000,43,Rural: Remote,14.09000000,Regular Local,Open
5305910,WA-17417,Northshore School District,Snohomish County,3330 Monte Villa Parkway,BOTHELL,WA,98021,8972,(425)408-6000,22944.00000,1326.00000,40.00000,21,Suburb: Large,17.30000000,Regular Local,Open
5300008,WA-29801,Northwest Educational Service District 189,Skagit County,1601 R AVE,ANACORTES,WA,98221,2276,(360)299-4000,21.00000,0.00000,5.00000,12,City: Midsize,†,Other,Open
5305940,WA-15201,Oak Harbor School District,Island County,350 S OAK HARBOR ST,OAK HARBOR,WA,98277,5015,(360)279-5000,5730.00000,369.22000,12.00000,32,Town: Distant,15.52000000,Regular Local,Open
5305970,WA-38324,Oakesdale School District,Whitman County,PO BOX 228,OAKESDALE,WA,99158,0228,(509)285-5296,147.00000,11.09000,2.00000,43,Rural: Remote,13.26000000,Regular Local,Open
5306000,WA-14400,Oakville School District,Grays Harbor County,PO BOX H,OAKVILLE,WA,98568,0090,(360)273-0171,341.00000,26.64000,4.00000,42,Rural: Distant,12.80000000,Regular Local,Open
5306060,WA-25101,Ocean Beach School District,Pacific County,PO Box 778,Long Beach,WA,98631,0778,(360)642-3739,1033.00000,63.60000,6.00000,42,Rural: Distant,16.24000000,Regular Local,Open
5306090,WA-14172,Ocosta School District,Grays Harbor County,2580 S MONTESANO ST,WESTPORT,WA,98595,9746,(360)268-9125,582.00000,37.13000,3.00000,42,Rural: Distant,15.67000000,Regular Local,Open
5306120,WA-22105,Odessa School District,Lincoln County,PO BOX 248,ODESSA,WA,99159,0248,(509)982-2668,236.00000,17.25000,2.00000,43,Rural: Remote,13.68000000,Regular Local,Open
5300318,WA-34974,Office of the Governor (Sch for Blind),Clark County,2214 E. 13TH STREET,VANCOUVER,WA,98661,,(360)947-3308,58.00000,0.00000,1.00000,12,City: Midsize,†,Regular Local,Open
5306150,WA-24105,Okanogan School District,Okanogan County,PO BOX 592,OKANOGAN,WA,98840,0592,(509)422-3629,1065.00000,62.89000,6.00000,33,Town: Remote,16.93000000,Regular Local,Open
5306180,WA-34111,Olympia School District,Thurston County,111 BETHEL ST. NE,OLYMPIA,WA,98506,,(360)596-6100,9633.00000,567.25000,20.00000,13,City: Small,16.98000000,Regular Local,Open
5300007,WA-18801,Olympic Educational Service District 114,Kitsap County,105 NATIONAL AVE N,BREMERTON,WA,98312,3537,(360)479-0993,14.00000,0.00000,2.00000,33,Town: Remote,†,Other,Open
5306220,WA-24019,Omak School District,Okanogan County,619 W BARTLETT AVE,OMAK,WA,98841,9700,(509)826-0320,5834.00000,296.01000,8.00000,33,Town: Remote,19.71000000,Regular Local,Open
5306240,WA-21300,Onalaska School District,Lewis County,540 CARLISLE AVE,ONALASKA,WA,98570,9654,(360)978-4111,868.00000,52.01000,3.00000,42,Rural: Distant,16.69000000,Regular Local,Open
5306270,WA-33030,Onion Creek School District,Stevens County,2006 LOTZE CREEK RD,COLVILLE,WA,99114,8602,(509)732-4240,46.00000,4.00000,1.00000,43,Rural: Remote,11.50000000,Regular Local,Open
5306300,WA-28137,Orcas Island School District,San Juan County,557 SCHOOL RD,EASTSOUND,WA,98245,9457,(360)376-2284,701.00000,40.19000,6.00000,42,Rural: Distant,17.44000000,Regular Local,Open
5306330,WA-32123,Orchard Prairie School District,Spokane County,7626 N. Orchard Prairie Road,SPOKANE,WA,99203,,(509)467-9517,74.00000,6.80000,1.00000,41,Rural: Fringe,10.88000000,Regular Local,Open
5306360,WA-10065,Orient School District,Ferry County,374 4th Ave,ORIENT,WA,99160,,(509)684-6873,41.00000,3.50000,1.00000,43,Rural: Remote,11.71000000,Regular Local,Open
5306390,WA-09013,Orondo School District,Douglas County,100 ORONDO SCHOOL RD,ORONDO,WA,98843,9723,(509)784-2443,139.00000,12.06000,1.00000,42,Rural: Distant,11.53000000,Regular Local,Open
5306420,WA-24410,Oroville School District,Okanogan County,816 JUNIPER,OROVILLE,WA,98844,,(509)476-2281,530.00000,38.14000,2.00000,43,Rural: Remote,13.90000000,Regular Local,Open
5306450,WA-27344,Orting School District,Pierce County,121 Whitesell St NE,ORTING,WA,98360,8403,(360)893-6500,2748.00000,144.45000,5.00000,21,Suburb: Large,19.02000000,Regular Local,Open
5306480,WA-01147,Othello School District,Adams County,1025 S 1st Ave,OTHELLO,WA,99344,1463,(509)488-2659,4751.00000,260.80000,9.00000,32,Town: Distant,18.22000000,Regular Local,Open
5306510,WA-09102,Palisades School District,Douglas County,1114 PALISADES RD,PALISADES,WA,98845,9609,(509)884-8071,26.00000,3.00000,1.00000,42,Rural: Distant,8.67000000,Regular Local,Open
5306540,WA-38301,Palouse School District,Whitman County,600 E ALDER ST,PALOUSE,WA,99161,8780,(509)878-1921,166.00000,16.74000,3.00000,43,Rural: Remote,9.92000000,Regular Local,Open
5306570,WA-11001,Pasco School District,Franklin County,1215 W LEWIS ST,PASCO,WA,99301,5472,(509)543-6700,18515.00000,1056.06000,29.00000,22,Suburb: Midsize,17.53000000,Regular Local,Open
5306600,WA-24122,Pateros School District,Okanogan County,PO BOX 98,PATEROS,WA,98846,0098,(509)923-2343,269.00000,21.30000,3.00000,43,Rural: Remote,12.63000000,Regular Local,Open
5306630,WA-03050,Paterson School District,Benton County,PO BOX 189,PATERSON,WA,99345,0189,(509)875-2601,142.00000,12.26000,1.00000,42,Rural: Distant,11.58000000,Regular Local,Open
5306660,WA-21301,Pe Ell School District,Lewis County,PO BOX 368,PE ELL,WA,98572,0368,(360)291-3244,271.00000,20.16000,2.00000,43,Rural: Remote,13.44000000,Regular Local,Open
5306690,WA-27401,Peninsula School District,Pierce County,14015 62ND AVE NW,GIG HARBOR,WA,98332,8698,(253)530-1002,8969.00000,491.04000,17.00000,21,Suburb: Large,18.27000000,Regular Local,Open
5300352,WA-04901,Pinnacles Prep Charter School,Chelan County,504 S Chelan Ave,Wenatchee,WA,98801,,(509)888-6464,168.00000,10.50000,1.00000,13,City: Small,16.00000000,Charter,Open
5306750,WA-23402,Pioneer School District,Mason County,112 E. Spencer Lake Road,SHELTON,WA,98584,7306,(360)426-9115,759.00000,56.00000,2.00000,41,Rural: Fringe,13.55000000,Regular Local,Open
5306780,WA-12110,Pomeroy School District,Garfield County,PO BOX 950,POMEROY,WA,99347,0950,(509)843-3393,351.00000,24.47000,2.00000,42,Rural: Distant,14.34000000,Regular Local,Open
5306820,WA-05121,Port Angeles School District,Clallam County,905 W 9TH ST,PORT ANGELES,WA,98363,7275,(360)457-8575,3534.00000,230.71000,10.00000,33,Town: Remote,15.32000000,Regular Local,Open
5306840,WA-16050,Port Townsend School District,Jefferson County,1610 Blaine St.,Port Townsend,WA,98368,,(360)379-4501,1206.00000,77.07000,4.00000,32,Town: Distant,15.65000000,Regular Local,Open
5306870,WA-36402,Prescott School District,Walla Walla County,PO Box 65,PRESCOTT,WA,99348,0065,(509)849-2217,261.00000,23.62000,4.00000,42,Rural: Distant,11.05000000,Regular Local,Open
5300339,WA-32907,PRIDE Prep Charter School District,Spokane County,811 E Sprague,Spokane,WA,99202,,(509)309-7680,504.00000,32.06000,1.00000,12,City: Midsize,15.72000000,Charter,Open
5306900,WA-03116,Prosser School District,Benton County,1500 Grant Ave,PROSSER,WA,99350,,(509)786-3323,2414.00000,136.18000,6.00000,32,Town: Distant,17.73000000,Regular Local,Open
5300006,WA-17801,Puget Sound Educational Service District 121,King County,800 Oakesdale Ave SW,Renton,WA,98057,,(425)917-7600,0.00000,0.00000,1.00000,12,City: Midsize,†,Other,Open
5300355,WA-38901,Pullman Community Montessori,Whitman County,115 NW State St,Pullman,WA,99163,,(509)336-5909,97.00000,5.50000,1.00000,32,Town: Distant,17.64000000,Charter,Open
5306930,WA-38267,Pullman School District,Whitman County,240 SE DEXTER ST,PULLMAN,WA,99163,3585,(509)332-3581,2740.00000,176.07000,6.00000,32,Town: Distant,15.56000000,Regular Local,Open
5306960,WA-27003,Puyallup School District,Pierce County,PO BOX 370,PUYALLUP,WA,98372,3220,(253)841-1301,23104.00000,1225.24000,37.00000,21,Suburb: Large,18.86000000,Regular Local,Open
5301380,WA-16020,Queets-Clearwater School District,Jefferson County,146000 HIGHWAY 101,FORKS,WA,98331,9484,(360)962-2395,40.00000,3.61000,1.00000,43,Rural: Remote,11.08000000,Regular Local,Open
5306990,WA-16048,Quilcene School District,Jefferson County,PO BOX 40,QUILCENE,WA,98376,0040,(360)765-3363,726.00000,29.00000,2.00000,42,Rural: Distant,25.03000000,Regular Local,Open
5307020,WA-05402,Quillayute Valley School District,Clallam County,411 S Spartan Ave,FORKS,WA,98331,,(360)374-6262,2473.00000,180.72000,6.00000,33,Town: Remote,13.68000000,Regular Local,Open
5307080,WA-13144,Quincy School District,Grant County,119 J ST SW,QUINCY,WA,98848,1330,(509)787-4571,3083.00000,200.54000,9.00000,32,Town: Distant,15.37000000,Regular Local,Open
5300335,WA-17908,Rainier Prep Charter School District,King County,10211 S 12th Ave,Seattle,WA,98168,,(206)494-5979,330.00000,24.90000,1.00000,21,Suburb: Large,13.25000000,Charter,Open
5307110,WA-34307,Rainier School District,Thurston County,PO BOX 98,RAINIER,WA,98576,0098,(360)446-2207,931.00000,57.00000,3.00000,42,Rural: Distant,16.33000000,Regular Local,Open
5300342,WA-17910,Rainier Valley Leadership Academy,King County,6020 Rainier Avenue S.,Seattle,WA,98118,,(206)659-0956,145.00000,12.89000,1.00000,11,City: Large,11.25000000,Charter,Open
5307140,WA-25116,Raymond School District,Pacific County,1016 COMMERCIAL ST,RAYMOND,WA,98577,2631,(360)942-3415,483.00000,34.97000,3.00000,41,Rural: Fringe,13.81000000,Regular Local,Open
5307210,WA-22009,Reardan-Edwall School District,Lincoln County,PO BOX 225,REARDAN,WA,99029,0225,(509)796-2701,671.00000,42.07000,3.00000,42,Rural: Distant,15.95000000,Regular Local,Open
5307230,WA-17403,Renton School District,King County,300 SW 7TH ST,RENTON,WA,98057,,(425)204-2300,15230.00000,824.90000,31.00000,12,City: Midsize,18.46000000,Regular Local,Open
5300325,WA-17941,Renton Technical College,King County,3000 NE 4TH STREET,RENTON,WA,98056,4195,(425)243-2366,93.00000,0.00000,2.00000,12,City: Midsize,†,Other,Open
5307260,WA-10309,Republic School District,Ferry County,30306 E HIGHWAY 20,REPUBLIC,WA,99166,8746,(509)775-3173,378.00000,23.61000,4.00000,43,Rural: Remote,16.01000000,Regular Local,Open
5307320,WA-03400,Richland School District,Benton County,6972 Keene Road,West RICHLAND,WA,99353,,(509)967-6000,13948.00000,730.98000,23.00000,13,City: Small,19.08000000,Regular Local,Open
5307350,WA-06122,Ridgefield School District,Clark County,510 PIONEER STREET,RIDGEFIELD,WA,98642,9088,(360)619-1301,3987.00000,221.48000,7.00000,41,Rural: Fringe,18.00000000,Regular Local,Open
5307380,WA-01160,Ritzville School District,Adams County,209 E WELLSANDT RD,RITZVILLE,WA,99169,1600,(509)659-1660,362.00000,24.74000,3.00000,43,Rural: Remote,14.63000000,Regular Local,Open
5307440,WA-32416,Riverside School District,Spokane County,34515 N NEWPORT HWY,CHATTAROY,WA,99003,7706,(509)464-8201,1605.00000,90.33000,5.00000,42,Rural: Distant,17.77000000,Regular Local,Open
5304560,WA-17407,Riverview School District,King County,PO Box 519,DUVALL,WA,98019,,(425)844-4500,3111.00000,171.69000,8.00000,21,Suburb: Large,18.12000000,Regular Local,Open
5307470,WA-34401,Rochester School District,Thurston County,10140 HIGHWAY 12 SW,ROCHESTER,WA,98579,9601,(360)858-1811,2150.00000,129.51000,5.00000,41,Rural: Fringe,16.60000000,Regular Local,Open
5307530,WA-20403,Roosevelt School District,Klickitat County,PO BOX 248,ROOSEVELT,WA,99356,0248,(509)384-5462,25.00000,3.00000,1.00000,43,Rural: Remote,8.33000000,Regular Local,Open
5310171,WA-06901,Rooted School Washington,†,10401 NE Fourth Plain Blvd,Vancouver,WA,98662,,(360)200-8974,†,†,1.00000,†,†,†,Charter,New
5307560,WA-38320,Rosalia School District,Whitman County,916 S JOSEPHINE AVE,ROSALIA,WA,99170,9550,(509)523-3061,173.00000,17.00000,1.00000,42,Rural: Distant,10.18000000,Regular Local,Open
5307620,WA-13160,Royal School District,Grant County,PO Box 486,Royal City,WA,99357,0486,(509)346-2222,1763.00000,106.01000,4.00000,43,Rural: Remote,16.63000000,Regular Local,Open
5307650,WA-28149,San Juan Island School District,San Juan County,PO BOX 458,FRIDAY HARBOR,WA,98250,0458,(360)378-4133,782.00000,50.80000,5.00000,43,Rural: Remote,15.39000000,Regular Local,Open
5307680,WA-14104,Satsop School District,Grays Harbor County,PO BOX 96,SATSOP,WA,98583,0096,(360)482-5330,52.00000,3.90000,1.00000,32,Town: Distant,13.33000000,Regular Local,Open
5300323,WA-17942,Seattle Central Community College,King County,1701 BROADWAY,SEATTLE,WA,98122,,(206)587-4974,†,0.00000,0.00000,11,City: Large,†,Other,Open
5307710,WA-17001,Seattle School District No. 1,King County,PO BOX 34165,SEATTLE,WA,98124,1165,(206)252-0010,51238.00000,3165.52000,109.00000,11,City: Large,16.19000000,Regular Local,Open
5307740,WA-29101,Sedro-Woolley School District,Skagit County,801 TRAIL RD,SEDRO WOOLLEY,WA,98284,9387,(360)855-3500,4593.00000,251.06000,12.00000,23,Suburb: Small,18.29000000,Regular Local,Open
5307770,WA-39119,Selah School District,Franklin County,316 W NACHES AVE,SELAH,WA,98942,1117,(509)698-8001,3832.00000,221.00000,10.00000,22,Suburb: Midsize,17.34000000,Regular Local,Open
5307800,WA-26070,Selkirk School District,Pend Oreille County,PO BOX 129,METALINE FALLS,WA,99153,0129,(509)446-2951,263.00000,19.89000,3.00000,43,Rural: Remote,13.22000000,Regular Local,Open
5307830,WA-05323,Sequim School District,Clallam County,503 N SEQUIM AVE,SEQUIM,WA,98382,3161,(360)582-3260,2602.00000,151.72000,6.00000,32,Town: Distant,17.15000000,Regular Local,Open
5307860,WA-28010,Shaw Island School District,San Juan County,PO BOX 426,SHAW ISLAND,WA,98286,0426,(360)468-2570,9.00000,2.00000,1.00000,42,Rural: Distant,4.50000000,Regular Local,Open
5307900,WA-23309,Shelton School District,Mason County,700 S 1ST ST,SHELTON,WA,98584,3602,(360)426-1687,4540.00000,273.35000,10.00000,32,Town: Distant,16.61000000,Regular Local,Open
5307920,WA-17412,Shoreline School District,King County,18560 1ST AVE NE,SHORELINE,WA,98155,2118,(206)393-4203,9564.00000,472.02000,18.00000,21,Suburb: Large,20.26000000,Regular Local,Open
5307950,WA-30002,Skamania School District,Skamania County,122 BUTLER LOOP RD,SKAMANIA,WA,98648,6021,(509)427-8239,73.00000,5.96000,1.00000,42,Rural: Distant,12.25000000,Regular Local,Open
5307980,WA-17404,Skykomish School District,King County,PO BOX 325,SKYKOMISH,WA,98288,0325,(360)677-2623,40.00000,9.00000,2.00000,42,Rural: Distant,4.44000000,Regular Local,Open
5308020,WA-31201,Snohomish School District,Snohomish County,1601 AVENUE D,SNOHOMISH,WA,98290,1799,(360)563-7240,9418.00000,493.28000,18.00000,22,Suburb: Midsize,19.09000000,Regular Local,Open
5308040,WA-17410,Snoqualmie Valley School District,King County,PO BOX 400,SNOQUALMIE,WA,98065,0400,(425)831-8000,7086.00000,409.57000,13.00000,31,Town: Fringe,17.30000000,Regular Local,Open
5308070,WA-13156,Soap Lake School District,Grant County,410 GINKGO ST S,SOAP LAKE,WA,98851,0158,(509)246-1822,515.00000,34.98000,3.00000,42,Rural: Distant,14.72000000,Regular Local,Open
5308100,WA-25118,South Bend School District,Pacific County,PO BOX 437,SOUTH BEND,WA,98586,0437,(360)875-6041,576.00000,38.34000,4.00000,33,Town: Remote,15.02000000,Regular Local,Open
5308160,WA-18402,South Kitsap School District,Kitsap County,2689 HOOVER AVE SE,PORT ORCHARD,WA,98366,3013,(360)874-7000,9196.00000,542.98000,17.00000,22,Suburb: Midsize,16.94000000,Regular Local,Open
5300321,WA-17946,South Seattle Community College,King County,6000 16TH AVE S.W.,SEATTLE,WA,98106,,(206)934-5300,†,0.00000,0.00000,11,City: Large,†,Other,Open
5308190,WA-15206,South Whidbey School District,Island County,5520 Maxwelton Road,Langley,WA,98260,,(360)221-6100,1202.00000,66.76000,5.00000,42,Rural: Distant,18.00000000,Regular Local,Open
5308220,WA-23042,Southside School District,Mason County,161 SE COLLIER RD,SHELTON,WA,98584,8367,(360)426-8437,195.00000,13.68000,1.00000,32,Town: Distant,14.25000000,Regular Local,Open
5300337,WA-32901,Spokane International Academy,Spokane County,777 E Magnesium Rd,Spokane,WA,99208,,(509)209-8730,736.00000,51.00000,1.00000,12,City: Midsize,14.43000000,Charter,Open
5308250,WA-32081,Spokane School District,Spokane County,200 N BERNARD ST,SPOKANE,WA,99201,0282,(509)354-5900,28714.00000,2066.84000,69.00000,12,City: Midsize,13.89000000,Regular Local,Open
5308280,WA-22008,Sprague School District,Lincoln County,PO BOX 305,SPRAGUE,WA,99032,0305,(509)257-2591,67.00000,11.00000,2.00000,43,Rural: Remote,6.09000000,Regular Local,Open
5308310,WA-38322,St. John School District,Whitman County,301 W NOB HL,SAINT JOHN,WA,99171,0058,(509)648-3336,148.00000,14.69000,2.00000,43,Rural: Remote,10.07000000,Regular Local,Open
5308340,WA-31401,Stanwood-Camano School District,Snohomish County,26920 Pioneer Highway,Stanwood,WA,98292,9548,(360)629-1200,4812.00000,259.39000,11.00000,31,Town: Fringe,18.55000000,Regular Local,Open
5308370,WA-11054,Star School District No. 054,Franklin County,P. O. Box 5025,Pasco,WA,99302,,(509)547-2704,0.00000,2.00000,1.00000,42,Rural: Distant,†,Regular Local,Open
5308400,WA-07035,Starbuck School District,Columbia County,PO BOX 188,STARBUCK,WA,99359,0188,(509)399-2381,185.00000,4.00000,2.00000,43,Rural: Remote,46.25000000,Regular Local,Open
5308430,WA-04069,Stehekin School District,Chelan County,PO BOX 37,STEHEKIN,WA,98852,0037,(360)725-6000,10.00000,1.01000,1.00000,43,Rural: Remote,9.90000000,Regular Local,Open
5308460,WA-27001,Steilacoom Hist. School District,Pierce County,511 CHAMBERS ST,STEILACOOM,WA,98388,3311,(253)983-2200,3098.00000,183.12000,8.00000,21,Suburb: Large,16.92000000,Regular Local,Open
